.tracker_row,district_panel_id,state_01,district_01,state_07,district_07,state_08,district_08,state_17,district_17,state_18,district_18,state_20,district_20,state_std,district_std,district_code_0708,district_code_1718,.matched_2001,.matched_2007,.matched_2017,EMIE,emie_2007,wavg_ling_degrees,npeople_0708,consumption_0708,gini_cons_0708,consumption_1718,gini_cons_1718,consumption_pct_change,log_consumption_difference,dependency_ratio,pct_fem_head,pct_pucca,pct_head_secondary_plus,region
196,2001__06__12,Haryana,Hisar,Haryana,Hisar,Haryana,Hisar,Haryana,Hisar,Haryana,Hisar,Haryana,Hisar,06,12,06212,06212,TRUE,TRUE,TRUE,18.6931180976664,18.6931180976664,0.0738570031081711,1683096.015,972.160441759566,0.326628065138966,2623.89874636314,0.236598695581468,169.903879406367,0.992895707427815,59.1275398575438,17.9861366970202,83.1576526666579,34.5681100019844,North
197,2001__06__15,Haryana,Jhajjar,Haryana,Jhajjar,Haryana,Jhajjar,Haryana,Jhajjar,Haryana,Jhajjar,Haryana,Jhajjar,06,15,06115,06115,TRUE,TRUE,TRUE,19.8527037950968,19.8527037950968,0.0243988200158914,889718.82,1023.24171211457,0.216704691752004,3199.78077958388,0.271997013117532,212.710158479701,1.14010656429182,51.9633109537917,16.3088777868045,88.7216115602711,61.6817604743238,North
198,2001__06__09,Haryana,Jind,Haryana,Jind,Haryana,Jind,Haryana,Jind,Haryana,Jind,Haryana,Jind,06,09,06209,06209,TRUE,TRUE,TRUE,12.2655204669149,12.2655204669149,0.0344332190973789,1280533.005,786.920344108658,0.218934204908393,2873.73058385257,0.216547805586567,265.186972908628,1.29523929098102,64.9593923405587,18.3994070500354,100,26.4060803398144,North
199,2001__06__05,Haryana,Kaithal,Haryana,Kaithal,Haryana,Kaithal,Haryana,Kaithal,Haryana,Kaithal,Haryana,Kaithal,06,05,06105,06105,TRUE,TRUE,TRUE,14.4254927696955,14.4254927696955,0.124528909442572,983314.355,1061.19931986727,0.319040642936643,2851.04069140813,0.301201984790541,168.662129538938,0.988284380135638,58.3062038889903,17.5935563352982,97.981393675669,28.1652063788236,North
200,2001__06__06,Haryana,Karnal,Haryana,Karnal,Haryana,Karnal,Haryana,Karnal,Haryana,Karnal,Haryana,Karnal,06,06,06106,06106,TRUE,TRUE,TRUE,22.930356092235,22.930356092235,0.177006592621511,1345719.62,917.758917591552,0.319398676487946,3285.69068762776,0.321930773190986,258.012395700856,1.27539742467591,54.7916570273159,20.861987952587,95.822380186361,35.8873079272967,North
201,2001__06__04,Haryana,Kurukshetra,Haryana,Kurukshetra,Haryana,Kurukshetra,Haryana,Kurukshetra,Haryana,Kurukshetra,Haryana,Kurukshetra,06,04,06104,06104,TRUE,TRUE,TRUE,16.5298320884669,16.5298320884669,0.207817849361967,838797.485,982.289081471356,0.353629793716663,2482.1146674323,0.273128230055886,152.686781748035,0.926980518957351,53.7434633973392,16.2949862683481,90.9947893563913,31.8118365599243,North
202,2001__06__16,Haryana,Mahendragarh,Haryana,Mahendragarh,Haryana,Mahendragarh,Haryana,Mahendragarh,Haryana,Mahendragarh,Haryana,Mahendragarh,06,16,06216,06216,TRUE,TRUE,TRUE,5.77353390779667,5.77353390779667,0.00336736013996784,895863.47,997.669012732007,0.262709579611349,2424.98074523733,0.146759602939135,143.064655140164,0.888157292497623,56.6972336974184,16.5201690833538,89.7736430226226,42.5131597249523,North
205,2001__06__01,Haryana,Panchkula,Haryana,Panchkula,Haryana,Panchkula,Haryana,Panchkula,Haryana,Panchkula,Haryana,Panchkula,06,01,06101,06101,TRUE,TRUE,TRUE,42.2802898902869,42.2802898902869,0.138907270982247,457504.575,1852.33539237281,0.43643473955483,4559.60991948262,0.323227858800774,146.154661745238,0.900789858672731,39.0457270170958,22.060352074075,87.5031408154141,58.8945882032142,North
206,2001__06__07,Haryana,Panipat,Haryana,Panipat,Haryana,Panipat,Haryana,Panipat,Haryana,Panipat,Haryana,Panipat,06,07,06107,06107,TRUE,TRUE,TRUE,16.4887743256937,16.4887743256937,0.0784690601984436,826302.475,1103.6885871061,0.353169677798712,2808.29712515491,0.291891614502829,154.446513080138,0.933920463200201,49.8677099033775,20.3170533889542,92.7836361326388,43.5557983722073,North
207,2001__06__17,Haryana,Rewari,Haryana,Rewari,Haryana,Rewari,Haryana,Rewari,Haryana,Rewari,Haryana,Rewari,06,17,06217,06217,TRUE,TRUE,TRUE,14.2669547440767,14.2669547440767,0.0127938558047945,700339.49,838.048175222593,0.228836631195313,3200.520811936,0.253847058029164,281.901769678803,1.33999324211272,54.0132511440524,19.2472325100502,79.3964119770703,51.2956596802353,North
208,2001__06__14,Haryana,Rohtak,Haryana,Rohtak,Haryana,Rohtak,Haryana,Rohtak,Haryana,Rohtak,Haryana,Rohtak,06,14,06114,06114,TRUE,TRUE,TRUE,22.8075819157039,22.8075819157039,0.0514662357815925,872978.01,1189.46240871494,0.318973605388047,4352.26617161733,0.361286531841623,265.901951985132,1.29719522077313,45.7474676031781,18.6093650858399,99.5757124599067,52.3327090803304,North
209,2001__06__11,Haryana,Sirsa,Haryana,Sirsa,Haryana,Sirsa,Haryana,Sirsa,Haryana,Sirsa,Haryana,Sirsa,06,11,06211,06211,TRUE,TRUE,TRUE,16.8769147983501,16.8769147983501,0.67742535402595,1068690.475,839.374060952876,0.391773784211178,1839.025885446,0.207762563391267,119.09491500825,0.784334851801105,47.7152509733094,19.1654515307625,49.6309841519333,34.6080024444335,North
210,2001__06__08,Haryana,Sonipat,Haryana,Sonipat,Haryana,Sonipat,Haryana,Sonipat,Haryana,Sonipat,Haryana,Sonipat,06,08,06108,06108,TRUE,TRUE,TRUE,48.1043712115984,48.1043712115984,0.0321028070095402,1110503.645,742.455500136206,0.323215200340983,2601.88283803127,0.272475689588144,250.442933960883,1.25402769399533,46.8355732119667,20.1466403111176,100,71.1312185471005,North
211,2001__06__03,Haryana,Yamunanagar,Haryana,Yamunanagar,Haryana,Yamunanagar,Haryana,Yamunanagar,Haryana,Yamunanagar,Haryana,Yamunanagar,06,03,06103,06103,TRUE,TRUE,TRUE,32.1073941680848,32.1073941680848,0.103426411860419,949641.985,1254.20681708245,0.275631837558016,2796.585912394,0.205742414238441,122.97645606005,0.801896001692202,43.0846577885275,18.7666086604206,67.8616933054169,41.1496784496665,North
212,2001__02__08,Himachal Pradesh,Bilaspur,Himachal Pradesh,Bilaspur,Himachal Pradesh,Bilaspur,Himachal Pradesh,Bilaspur,Himachal Pradesh,Bilaspur,Himachal Pradesh,Bilaspur,02,08,02208,02208,TRUE,TRUE,TRUE,16.8181705232738,16.8181705232738,0.559565764910242,352972.89,1114.52329370143,0.278528838395555,3138.12569413174,0.209777710249637,181.566631389977,1.03519893479008,47.7167225159673,17.8247442742699,91.6494108565107,48.4243213319783,North
213,2001__02__01,Himachal Pradesh,Chamba,Himachal Pradesh,Chamba,Himachal Pradesh,Chamba,Himachal Pradesh,Chamba,Himachal Pradesh,Chamba,Himachal Pradesh,Chamba,02,01,02201,02201,TRUE,TRUE,TRUE,11.6242446239474,11.6242446239474,0.11429443132082,485030.075,1481.40286133976,0.56003994094721,2743.05332700131,0.30841509789643,85.1659260682493,0.616082134784069,66.2832475593533,17.0935781662611,54.2027632687741,26.9012445907091,North
214,2001__02__06,Himachal Pradesh,Hamirpur,Himachal Pradesh,Hamirpur,Himachal Pradesh,Hamirpur,Himachal Pradesh,Hamirpur,Himachal Pradesh,Hamirpur,Himachal Pradesh,Hamirpur,02,06,02106,02106,TRUE,TRUE,TRUE,16.4639133923992,16.4639133923992,0.0486081824586379,436764.565,1311.29269874075,0.247381058597306,3168.40590203352,0.236580765547093,141.624612496979,0.882215147801835,59.3205699470033,16.3975939760589,91.5187585978712,50.6591761356194,North
215,2001__02__02,Himachal Pradesh,Kangra,Himachal Pradesh,Kangra,Himachal Pradesh,Kangra,Himachal Pradesh,Kangra,Himachal Pradesh,Kangra,Himachal Pradesh,Kangra,02,02,02102,02102,TRUE,TRUE,TRUE,23.0964013292776,23.0964013292776,0.0511254204156725,1338418.675,942.210087113432,0.274336585039908,2873.75962409042,0.269738509709029,205.002001506321,1.1151481529136,53.0543263405363,17.2648472646274,55.1288032729004,37.8912283231152,North
216,2001__02__12,Himachal Pradesh,Kinnaur,Himachal Pradesh,Kinnaur,Himachal Pradesh,Kinnaur,Himachal Pradesh,Kinnaur,Himachal Pradesh,Kinnaur,Himachal Pradesh,Kinnaur,02,12,02212,02212,TRUE,TRUE,TRUE,5.15399235250357,5.15399235250357,4.43059659051503,78351.125,942.70468947277,0.239057970101813,3384.18277201153,0.245481136639048,258.986521421063,1.27811465700724,51.3583906593799,18.6667836613705,97.4483848589072,22.8275340164221,North
217,2001__02__04,Himachal Pradesh,Kullu,Himachal Pradesh,Kullu,Himachal Pradesh,Kullu,Himachal Pradesh,Kullu,Himachal Pradesh,Kullu,Himachal Pradesh,Kullu,02,04,02104,02104,TRUE,TRUE,TRUE,2.16035948115958,2.16035948115958,1.93095942551585,367180.34,726.23119599478,0.242130561225119,2762.89080431321,0.173752611600786,280.442319133461,1.33616438753187,50.7962061470691,20.7512989393714,96.2486628136534,33.9188348575693,North
219,2001__02__05,Himachal Pradesh,Mandi,Himachal Pradesh,Mandi,Himachal Pradesh,Mandi,Himachal Pradesh,Mandi,Himachal Pradesh,Mandi,Himachal Pradesh,Mandi,02,05,02105,02105,TRUE,TRUE,TRUE,13.1015338642775,13.1015338642775,0.0223237688187754,911299.925,953.709209829269,0.223169959003478,2778.85119282173,0.189727190073663,191.373005962603,1.06943406780122,50.5470638401295,19.9294013987765,78.2618192203626,46.3752968017236,North
220,2001__02__11,Himachal Pradesh,Shimla,Himachal Pradesh,Shimla,Himachal Pradesh,Shimla,Himachal Pradesh,Shimla,Himachal Pradesh,Shimla,Himachal Pradesh,Shimla,02,11,02211,02211,TRUE,TRUE,TRUE,41.7306051009988,41.7306051009988,0.163964926837157,823206.76,1579.70311245018,0.312476239482862,3111.27656121833,0.388909977645675,96.953246258572,0.677796185946309,48.1054656261226,23.3439889390607,86.0961169911225,54.2478937660362,North
221,2001__02__10,Himachal Pradesh,Sirmaur,Himachal Pradesh,Sirmaur,Himachal Pradesh,Sirmaur,Himachal Pradesh,Sirmaur,Himachal Pradesh,Sirmaur,Himachal Pradesh,Sirmaur,02,10,02210,02210,TRUE,TRUE,TRUE,17.7238270927478,17.7238270927478,0.0939557639834032,496888.345,975.379197975406,0.272259188531567,2325.29482618751,0.295902045150243,138.399058644486,0.868775800556408,58.7206708448653,20.54097485422,68.4375780076505,40.0085284968204,North
222,2001__02__09,Himachal Pradesh,Solan,Himachal Pradesh,Solan,Himachal Pradesh,Solan,Himachal Pradesh,Solan,Himachal Pradesh,Solan,Himachal Pradesh,Solan,02,09,02209,02209,TRUE,TRUE,TRUE,17.8837636459365,17.8837636459365,0.187361916175475,462979.785,1480.61419723193,0.31805572664816,3134.95808259639,0.298182117671587,111.733623009784,0.750158803395044,51.6176798190923,21.2302217471548,78.200259118078,46.4472344945697,North
223,2001__02__07,Himachal Pradesh,Una,Himachal Pradesh,Una,Himachal Pradesh,Una,Himachal Pradesh,Una,Himachal Pradesh,Una,Himachal Pradesh,Una,02,07,02107,02107,TRUE,TRUE,TRUE,14.6258166762162,14.6258166762162,0.226245237822633,454045.48,964.83542832717,0.287410637576008,2920.40372903801,0.214560464983831,202.684130712468,1.10751960287233,63.9228454184417,16.590264261633,83.226281039723,38.3551968365343,North
224,2001__01__06,Jammu and Kashmir,Anantnag,Jammu and Kashmir,Anantnag,Jammu and Kashmir,Anantnag,Jammu and Kashmir,Anantnag,Jammu and Kashmir,Anantnag,Jammu and Kashmir,Anantnag,01,06,01306,01314,TRUE,TRUE,TRUE,85.3633724175985,85.3633724175985,3.53093067678782,1021718.44,844.877112818229,0.133246507282997,2050.76848599979,0.192407416323893,142.729795243134,0.886778684941277,49.6032247647219,16.0882243644345,22.5198034686919,42.9967069463383,North
228,2001__01__09,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,01,09,01209,01216,TRUE,TRUE,TRUE,100,100,2.80978436598451,657786.85,767.001321775369,0.164969814578274,2031.46332061638,0.23007045567281,164.857864379448,0.974023135272933,71.6434140380113,20.3841031483072,11.813755070786,41.0883618960892,North
230,2001__01__13,Jammu and Kashmir,Jammu,Jammu and Kashmir,Jammu,Jammu and Kashmir,Jammu,Jammu and Kashmir,Jammu,Jammu and Kashmir,Jammu,Jammu and Kashmir,Jammu,01,13,01113,01121,TRUE,TRUE,TRUE,55.9373478876879,55.9373478876879,4.10472406351803,1260904.58,1417.4888629996,0.299845762238673,3154.20207348888,0.329465858313359,122.52041309264,0.799848655646545,50.6701181218844,18.24620860684,82.9227164052051,55.2711991090524,North
231,2001__01__14,Jammu and Kashmir,Kathua,Jammu and Kashmir,Kathua,Jammu and Kashmir,Kathua,Jammu and Kashmir,Kathua,Jammu and Kashmir,Kathua,Jammu and Kashmir,Kathua,01,14,01114,01107,TRUE,TRUE,TRUE,44.1686433398463,44.1686433398463,4.47509586442914,617231.405,1057.96269308683,0.214058167784937,2753.90105947751,0.248227354734137,160.3022845203,0.956673402463735,61.1913379367674,16.0545209134327,84.0958494998112,34.4608350115587,North
234,2001__01__01,Jammu and Kashmir,Kupwara,Jammu and Kashmir,Kupwara,Jammu and Kashmir,Kupwara,Jammu and Kashmir,Kupwara,Jammu and Kashmir,Kupwara,Jammu and Kashmir,Kupwara,01,01,01301,01301,TRUE,TRUE,TRUE,35.3856881455635,35.3856881455635,3.03277502974141,398013.795,706.586069232671,0.156582313613786,1770.44331094018,0.18009481124084,150.563008249345,0.918540232845982,54.0693690710268,19.6396509321995,2.64034644863017,21.5091806387898,North
237,2001__01__05,Jammu and Kashmir,Pulwama,Jammu and Kashmir,Pulwama,Jammu and Kashmir,Pulwama,Jammu and Kashmir,Pulwama,Jammu and Kashmir,Pulwama,Jammu and Kashmir,Pulwama,01,05,01305,01312,TRUE,TRUE,TRUE,90.3661939188381,90.3661939188381,3.77674113819634,542525.65,896.773677534012,0.156851561022024,2156.82880692998,0.168661323216032,140.509825495874,0.877590757175901,45.1334636396334,15.933329603863,27.7031044742419,47.8934108771412,North
244,2001__01__03,Jammu and Kashmir,Srinagar,Jammu and Kashmir,Srinagar,Jammu and Kashmir,Srinagar,Jammu and Kashmir,Srinagar,Jammu and Kashmir,Srinagar,Jammu and Kashmir,Srinagar,01,03,01303,01310,TRUE,TRUE,TRUE,85.077782419044,85.077782419044,3.68960681829044,758763.1,1157.86272052158,0.14828415548159,3139.9101498601,0.206949762203886,171.181556691425,0.997618361465559,36.7109104783136,17.518298530859,95.3342437601877,43.4952051125248,North
245,2001__01__10,Jammu and Kashmir,Udhampur,Jammu and Kashmir,Udhampur,Jammu and Kashmir,Udhampur,Jammu and Kashmir,Udhampur,Jammu and Kashmir,Udhampur,Jammu and Kashmir,Udhampur,01,10,01210,01219,TRUE,TRUE,TRUE,100,100,3.89551856807832,1058897.275,830.619241702575,0.172480773077634,2210.57589164744,0.248549853325941,166.135887619973,0.978836848065436,40.6959909365453,18.9097771547292,23.6852973683375,32.8642016203955,North
248,2001__20__13,Jharkhand,Bokaro,Jharkhand,Bokaro,Jharkhand,Bokaro,Jharkhand,Bokaro,Jharkhand,Bokaro,Jharkhand,Bokaro,20,13,20213,20210,TRUE,TRUE,TRUE,18.013783505375,18.013783505375,0.939478854358316,1470395.205,1009.67770879727,0.295547434900572,2381.13335115363,0.402692738438855,135.831031071295,0.857945392571682,60.1016279538092,18.5900779647877,75.4225148185922,48.4170738021012,East
249,2001__20__03,Jharkhand,Chatra,Jharkhand,Chatra,Jharkhand,Chatra,Jharkhand,Chatra,Jharkhand,Chatra,Jharkhand,Chatra,20,03,20203,20202,TRUE,TRUE,TRUE,0.855747456893186,0.855747456893186,0.0709994084979553,818682.535,488.246543024053,0.270868871669841,1323.96591434931,0.182046169900336,171.167493813486,0.997566502324557,71.4091275077769,14.2996998219829,34.7501239808406,18.144348335608,East
250,2001__20__07,Jharkhand,Deoghar,Jharkhand,Deoghar,Jharkhand,Deoghar,Jharkhand,Deoghar,Jharkhand,Deoghar,Jharkhand,Deoghar,20,07,20207,20205,TRUE,TRUE,TRUE,3.23079614140255,3.23079614140255,0.55468650835507,1074840.66,598.703860575218,0.255806751708935,1244.16587716276,0.300595023147572,107.809897194817,0.731453520006824,73.4554963809801,18.6946374916632,34.8858053481986,28.0149606101059,East
251,2001__20__12,Jharkhand,Dhanbad,Jharkhand,Dhanbad,Jharkhand,Dhanbad,Jharkhand,Dhanbad,Jharkhand,Dhanbad,Jharkhand,Dhanbad,20,12,20212,20209,TRUE,TRUE,TRUE,21.3905726487271,21.3905726487271,0.622048145760527,1331197.59,922.30955764046,0.246021633298605,1826.81650056072,0.284755068789631,98.0697787881821,0.683449200743896,57.2295319690491,24.2372670611582,55.677023061456,51.0379124093109,East
252,2001__20__11,Jharkhand,Dumka,Jharkhand,Dumka,Jharkhand,Dumka,Jharkhand,Dumka,Jharkhand,Dumka,Jharkhand,Dumka,20,11,20211,20217,TRUE,TRUE,TRUE,2.32608836776646,2.32608836776646,2.67165726914332,1726242.92,583.576378527206,0.257747699670098,1322.21980686774,0.28967239264025,126.571851692263,0.817891934643869,58.2644830347731,18.8413575072042,12.4649073383306,20.3435375594158,East
254,2001__20__01,Jharkhand,Garhwa,Jharkhand,Garhwa,Jharkhand,Garhwa,Jharkhand,Garhwa,Jharkhand,Garhwa,Jharkhand,Garhwa,20,01,20101,20101,TRUE,TRUE,TRUE,0.0980397158091672,0.0980397158091672,0.075784327305574,1221029.715,705.083650435392,0.194669537152889,1243.99249678275,0.177162528813024,76.4319022309735,0.567764792882421,85.588612906389,17.4252008273198,29.1036027585636,31.8020337872254,East
255,2001__20__06,Jharkhand,Giridih,Jharkhand,Giridih,Jharkhand,Giridih,Jharkhand,Giridih,Jharkhand,Giridih,Jharkhand,Giridih,20,06,20206,20204,TRUE,TRUE,TRUE,4.52756309747126,4.52756309747126,0.46127264771719,1948555.6,638.807369919221,0.276107965896611,1433.06469836139,0.229481983615074,124.334402801678,0.807967622295193,74.85556476516,17.2139314372142,88.2948571377565,16.4700638846771,East
256,2001__20__08,Jharkhand,Godda,Jharkhand,Godda,Jharkhand,Godda,Jharkhand,Godda,Jharkhand,Godda,Jharkhand,Godda,20,08,20208,20206,TRUE,TRUE,TRUE,1.58433885049606,1.58433885049606,1.18301444712639,1089334.83,517.309158089058,0.161894569382587,1065.75953347168,0.184218697744779,106.019846508923,0.722802320437197,68.372794661073,19.178603239924,10.22171582389,13.3016244070722,East
257,2001__20__16,Jharkhand,Gumla,Jharkhand,Gumla,Jharkhand,Gumla,Jharkhand,Gumla,Jharkhand,Gumla,Jharkhand,Gumla,20,16,20116,20121,TRUE,TRUE,TRUE,0.654593405613704,0.654593405613704,1.90971969046457,1258791.61,447.103604574889,0.222896413526752,1201.723181468,0.20125802977013,168.779577970661,0.988721444963142,74.5550316381371,18.490742879991,7.10509477427898,53.7450532366438,East
258,2001__20__04,Jharkhand,Hazaribagh,Jharkhand,Hazaribagh,Jharkhand,Hazaribagh,Jharkhand,Hazaribagh,Jharkhand,Hazaribagh,Jharkhand,Hazaribagh,20,04,20204,20215,TRUE,TRUE,TRUE,11.4880139774164,11.4880139774164,0.188683539901324,2508654.715,835.869688163395,0.282728417217468,1759.92256305606,0.251863063719508,110.549872543294,0.744552363268412,70.0155834392155,16.3675671484348,52.1854100454593,35.2436570003352,East
263,2001__20__15,Jharkhand,Lohardaga,Jharkhand,Lohardaga,Jharkhand,Lohardaga,Jharkhand,Lohardaga,Jharkhand,Lohardaga,Jharkhand,Lohardaga,20,15,20115,20111,TRUE,TRUE,TRUE,3.56835065526419,3.56835065526419,2.14458382880846,332765.805,709.844501439141,0.175181449083423,1446.08725255647,0.254791234049045,103.718877814038,0.711570807540913,77.0223106940044,17.5566011056935,13.7740313744342,39.2659209056405,East
265,2001__20__02,Jharkhand,Palamu,Jharkhand,Palamu,Jharkhand,Palamu,Jharkhand,Palamu,Jharkhand,Palamu,Jharkhand,Palamu,20,02,20102,20113,TRUE,TRUE,TRUE,1.3380346119329,1.3380346119329,0.285653770598859,1810674.875,524.685597878983,0.253920845297942,1286.82840493759,0.228569419284539,145.25704729452,0.897136647190384,79.8260458049623,20.8300344367456,7.45264073563262,38.9753519224859,East
267,2001__20__14,Jharkhand,Ranchi,Jharkhand,Ranchi,Jharkhand,Ranchi,Jharkhand,Ranchi,Jharkhand,Ranchi,Jharkhand,Ranchi,20,14,20114,20119,TRUE,TRUE,TRUE,11.4684034079518,11.4684034079518,0.936809371624016,2942722.515,766.142485922806,0.357445090195906,2171.10136545807,0.360286693924782,183.380886108021,1.04162169406815,60.7931906694776,18.7864683870813,39.4915494156765,44.3521264484727,East
268,2001__20__09,Jharkhand,Sahibganj,Jharkhand,Sahibganj,Jharkhand,Sahibganj,Jharkhand,Sahibganj,Jharkhand,Sahibganj,Jharkhand,Sahibganj,20,09,20209,20207,TRUE,TRUE,TRUE,1.44434981364263,1.44434981364263,2.28999910967529,822518.235,657.0124012865,0.181857591592755,1204.38280074529,0.276751297683356,83.312034656725,0.606019622221842,83.3742306395382,20.9965958991779,8.26971420480976,47.9716936573352,East
277,2001__29__05,Karnataka,Bidar,Karnataka,Bidar,Karnataka,Bidar,Karnataka,Bidar,Karnataka,Bidar,Karnataka,Bidar,29,05,29405,29404,TRUE,TRUE,TRUE,2.5504389419723,2.5504389419723,3.35638744870264,1312226.91,749.840764529321,0.2627932845393,2271.17904165499,0.287728366069809,202.88817960979,1.1081935072156,55.7229327167725,18.1553764203784,31.8794350764625,34.3594797433635,South
281,2001__29__13,Karnataka,Chitradurga,Karnataka,Chitradurga,Karnataka,Chitradurga,Karnataka,Chitradurga,Karnataka,Chitradurga,Karnataka,Chitradurga,29,13,29413,29412,TRUE,TRUE,TRUE,5.39266123831621,5.39266123831621,4.63651300663132,1453140.285,630.715779722005,0.143737683012287,1707.78806528694,0.184801734785377,170.769833289991,0.996098950358755,47.0791727171132,18.867588203984,93.5412549569452,19.0115121168768,South
282,2001__29__24,Karnataka,Dakshina Kannada,Karnataka,Dakshina Kannada,Karnataka,Dakshina Kannada,Karnataka,Dakshina Kannada,Karnataka,Dakshina Kannada,Karnataka,Dakshina Kannada,29,24,29124,29121,TRUE,TRUE,TRUE,34.4327377545142,34.4327377545142,5,1882755.69,1575.7687921009,0.466531011816383,2955.03487481369,0.213036908237225,87.5297245145893,0.62876717760218,46.1542564766914,18.2121558214491,61.3892323237169,41.6218805807962,South
283,2001__29__14,Karnataka,Davanagere,Karnataka,Davanagere,Karnataka,Davanagere,Karnataka,Davanagere,Karnataka,Davanagere,Karnataka,Davanagere,29,14,29414,29413,TRUE,TRUE,TRUE,13.885905106333,13.885905106333,4.17389168829094,1647383.895,512.827850925295,0.257841344624924,2139.50844673944,0.294119912105596,317.198177298508,1.42839116823758,51.9073162483975,17.0926564751928,18.7561688925707,17.2838723485225,South
284,2001__29__09,Karnataka,Dharwad,Karnataka,Dharwad,Karnataka,Dharwad,Karnataka,Dharwad,Karnataka,Dharwad,Karnataka,Dharwad,29,09,29409,29408,TRUE,TRUE,TRUE,18.3541505915143,18.3541505915143,3.93927195012532,1651824.595,747.794816854605,0.283639339016047,2431.83801756902,0.336663932948973,225.201240067146,1.1792740049229,44.6989632519206,17.3375602873864,62.7090816288383,36.1751896188588,South
285,2001__29__08,Karnataka,Gadag,Karnataka,Gadag,Karnataka,Gadag,Karnataka,Gadag,Karnataka,Gadag,Karnataka,Gadag,29,08,29408,29407,TRUE,TRUE,TRUE,9.02904539051301,9.02904539051301,4.31001682846793,757999.225,619.631994918626,0.264642387512087,1584.58970432946,0.192942705688623,155.73077525436,0.938955045947305,48.8303503093044,19.9086747087373,27.5131305489709,31.405118193134,South
286,2001__29__23,Karnataka,Hassan,Karnataka,Hassan,Karnataka,Hassan,Karnataka,Hassan,Karnataka,Hassan,Karnataka,Hassan,29,23,29223,29220,TRUE,TRUE,TRUE,19.2548664865591,19.2548664865591,4.7074049658877,1574622.61,756.319520406029,0.204754828030289,2389.25090399417,0.155224453925506,215.904963382606,1.15027123357561,40.7181128429564,21.5431616976464,87.7295465110624,26.9922577177855,South
287,2001__29__11,Karnataka,Haveri,Karnataka,Haveri,Karnataka,Haveri,Karnataka,Haveri,Karnataka,Haveri,Karnataka,Haveri,29,11,29411,29410,TRUE,TRUE,TRUE,1.79081699752589,1.79081699752589,4.03294192536346,1529979.23,628.433430389307,0.187194559540771,1970.04701389363,0.24564245612694,213.485393778814,1.14258258218232,58.3588572721482,20.9769779031575,34.9821101789449,31.4059165653701,South
289,2001__29__25,Karnataka,Kodagu,Karnataka,Kodagu,Karnataka,Kodagu,Karnataka,Kodagu,Karnataka,Kodagu,Karnataka,Kodagu,29,25,29225,29222,TRUE,TRUE,TRUE,21.3616742653223,21.3616742653223,5,454627.53,1001.2014659747,0.291349333926871,2356.88716741531,0.162950840357112,135.405884580963,0.856141006745528,51.1034235981469,19.6253447300035,52.6887320240296,52.3443904398434,South
290,2001__29__19,Karnataka,Kolar,Karnataka,Kolar,Karnataka,Kolar,Karnataka,Kolar,Karnataka,Kolar,Karnataka,Kolar,29,19,29319,29327,TRUE,TRUE,TRUE,37.6352749822209,37.6352749822209,4.35048799757122,2482493.57,1503.98885127196,0.366953188472018,2414.42167824698,0.255773120476958,60.5345462637602,0.473338974939602,35.9938002224317,27.009408527894,94.1974240545863,54.947692005622,South
291,2001__29__07,Karnataka,Koppal,Karnataka,Koppal,Karnataka,Koppal,Karnataka,Koppal,Karnataka,Koppal,Karnataka,Koppal,29,07,29407,29406,TRUE,TRUE,TRUE,8.53257753929305,8.53257753929305,4.5950458274979,1195860.625,493.762828041894,0.258661837239847,1560.16847093859,0.213713148781554,215.975278480505,1.15049379188186,65.8619045788582,17.0585961888326,29.741894222268,22.2169400156247,South
292,2001__29__22,Karnataka,Mandya,Karnataka,Mandya,Karnataka,Mandya,Karnataka,Mandya,Karnataka,Mandya,Karnataka,Mandya,29,22,29322,29319,TRUE,TRUE,TRUE,12.2018258729363,12.2018258729363,4.79634875742381,1603999.84,799.315250643073,0.243337082507427,2137.88629129578,0.256474384349954,167.464719280132,0.983817481108085,38.8710171318629,18.205888973156,50.4486886639333,29.0691977924579,South
294,2001__29__06,Karnataka,Raichur,Karnataka,Raichur,Karnataka,Raichur,Karnataka,Raichur,Karnataka,Raichur,Karnataka,Raichur,29,06,29406,29405,TRUE,TRUE,TRUE,14.3588494330603,14.3588494330603,4.37156285697507,1465459.835,596.79416436162,0.365299252393672,1803.25696704307,0.1643034366198,202.157272092629,1.10577746435255,63.4576576568337,17.7173081649146,51.0756513912565,29.5490453732384,South
298,2001__29__16,Karnataka,Udupi,Karnataka,Udupi,Karnataka,Udupi,Karnataka,Udupi,Karnataka,Udupi,Karnataka,Udupi,29,16,29116,29115,TRUE,TRUE,TRUE,24.338610552377,24.338610552377,4.56035987270063,984261.56,1229.76385710099,0.292302087086116,2553.91283282921,0.114726968591192,107.675060385148,0.730804462504539,49.1360483891815,14.3338783849285,83.7031502821726,36.810342917263,South
299,2001__29__10,Karnataka,Uttara Kannada,Karnataka,Uttara Kannada,Karnataka,Uttara Kannada,Karnataka,Uttara Kannada,Karnataka,Uttara Kannada,Karnataka,Uttara Kannada,29,10,29110,29109,TRUE,TRUE,TRUE,0,0,3.77743467255391,1112728.925,964.600792321427,0.25626860967971,2318.75584768827,0.213819698005625,140.385024161955,0.87707171923316,56.1561166365633,20.5728520088574,96.0956204604526,33.355482732386,South
