"target_unit_2001","census_2011_source_district_count","census_2011_source_districts","census_2011_parent_reconstruction_complete","workers_total","main_workers_total","marginal_workers_total","industry_agriculture","industry_mining","industry_manufacturing","industry_utilities","industry_construction","industry_trade","industry_transport","industry_accommodation_food","industry_information_communication","industry_finance_realestate_professional","industry_administrative_public","industry_education_health","industry_other_services","census_year","main_worker_share_among_workers","marginal_worker_share_among_workers","agriculture_share_among_workers","mining_share_among_workers","manufacturing_share_among_workers","utilities_share_among_workers","construction_share_among_workers","trade_share_among_workers","transport_share_among_workers","accommodation_food_share_among_workers","information_communication_share_among_workers","finance_realestate_professional_share_among_workers","administrative_public_share_among_workers","education_health_share_among_workers","other_services_share_among_workers"
"pc2001__09__28",1,"Rae Bareli",TRUE,1203425,645694,557731,838881,204,76620,3052,54836,40306,3434,15494,1590,5432,15218,27676,120682,2011,0.536546938945094,0.463453061054906,0.697077923426886,0.000169516172590731,0.0636682801171656,0.00253609489581819,0.0455666119616927,0.0334927394727548,0.00285352223861063,0.0128749195005921,0.00132122899225128,0.00451378357604338,0.0126455740906164,0.0229976940814758,0.100282111473503
"pc2001__09__29",1,"Farrukhabad",TRUE,592873,475198,117675,387844,99,72844,634,15272,27353,1210,10667,746,3766,12922,16861,42655,2011,0.801517357005632,0.198482642994368,0.654177201525453,0.000166983485501954,0.122866111291963,0.00106936898796201,0.0257593110160186,0.0461363563528783,0.0020409092672461,0.0179920488873671,0.00125827959782281,0.00635211925656928,0.0217955616126894,0.0284394802934187,0.0719462684251096
"pc2001__09__30",1,"Kannauj",TRUE,524688,418812,105876,374881,17,63697,517,10513,18809,744,6888,482,2096,6076,13646,26322,2011,0.798211508553655,0.201788491446345,0.714483655048333,3.24002073613271e-05,0.121399765193791,0.000985347482694477,0.0200366694111548,0.0358479706034825,0.00141798554569573,0.0131278016649895,0.000918641173421157,0.00399475497819657,0.0115802152898484,0.0260078370383923,0.0501669563626384
"pc2001__09__31",1,"Etawah",TRUE,505846,361260,144586,338841,64,34208,764,17788,26480,1633,11570,855,3867,12398,18026,39352,2011,0.714169925234162,0.285830074765838,0.669850112484827,0.000126520719744744,0.0676253247035659,0.00151034109195289,0.0351648525440549,0.052347947794388,0.003228255239737,0.0228725738663546,0.00169023774033995,0.00764461911332698,0.0245094356780522,0.0356353514706057,0.0777944275530497
"pc2001__09__32",1,"Auraiya",TRUE,441922,325804,116118,325132,21,23060,1087,15485,21542,887,6952,669,1978,7340,14981,22788,2011,0.737243223917343,0.262756776082657,0.735722593579862,4.75196980462616e-05,0.0521811541403234,0.00245971008458506,0.0350401202022076,0.0487461588244079,0.00200714153176352,0.0157312828960767,0.00151384180918805,0.00447590298740502,0.0166092658885505,0.0338996474490974,0.0515656609084861
"pc2001__09__33",1,"Kanpur Dehat",TRUE,628315,448404,179911,469305,36,39574,668,20278,24066,1088,10388,514,1970,9724,16222,34482,2011,0.71366114130651,0.28633885869349,0.746926302889474,5.7296101477762e-05,0.0629843311078042,0.00106316099408736,0.0322736207157238,0.0383024438378839,0.00173161551132792,0.0165331083930831,0.00081806100443249,0.00313536999753308,0.0154763136324933,0.0258182599492293,0.0548801158654497
"pc2001__09__34",1,"Kanpur Nagar",TRUE,1574403,1231253,343150,476606,645,242050,11967,110238,192903,13869,84130,10946,37338,82777,73612,237322,2011,0.78204436856383,0.21795563143617,0.302721730078004,0.000409679097410256,0.15374081477233,0.00760097637009076,0.0700189214578478,0.122524537872451,0.00880905333640751,0.0534361278529068,0.00695247658953902,0.0237156560296188,0.0525767544904322,0.0467555003388586,0.150737771714104
"pc2001__09__35",1,"Jalaun",TRUE,620975,420940,200035,449233,230,29549,1117,29150,26251,1971,10233,676,3275,9569,16885,42836,2011,0.677869479447643,0.322130520552357,0.723431700148959,0.000370385281210999,0.0475848464108861,0.00179878417005516,0.0469423084665244,0.042273843552478,0.00317404082289947,0.0164789242723137,0.00108861065260276,0.00527396433028705,0.0154096380691654,0.0271911107532509,0.0689818430693667
"pc2001__09__36",1,"Jhansi",TRUE,815668,560250,255418,489340,2958,56517,4202,46591,41335,2357,27001,1494,6773,31937,22500,82663,2011,0.686860340236469,0.313139659763531,0.599925459868476,0.00362647547776792,0.0692892206142695,0.00515160580039918,0.057120053747358,0.0506762555353404,0.00288965608556422,0.0331029291329315,0.00183162757396392,0.00830362353310416,0.0391544108632434,0.0275847526199385,0.101343929147643
"pc2001__09__37",1,"Lalitpur",TRUE,504024,357340,146684,404048,2270,16928,365,16676,15232,877,7790,338,1746,7586,10188,19980,2011,0.708974175832897,0.291025824167103,0.801644366141295,0.00450375378950209,0.033585702268146,0.000724171864831833,0.033085726076536,0.0302207831373109,0.00173999650810279,0.0154556132247671,0.000670602987159342,0.00346412075615447,0.0150508705934638,0.0202133231750869,0.0396409694776439
"pc2001__09__38",1,"Hamirpur",TRUE,444501,290730,153771,319215,764,24508,542,29290,15514,928,6850,390,2156,7178,11034,26132,2011,0.654059270957771,0.345940729042229,0.718142366383878,0.00171878128508147,0.0551359839460429,0.00121934483836932,0.0658941149738696,0.0349020587130288,0.00208773433580577,0.0154105390089111,0.000877388352332166,0.00485038278879013,0.0161484451103597,0.0248233412298285,0.058789519033703
"pc2001__09__39",1,"Mahoba",TRUE,349788,239033,110755,251510,7296,15426,328,25204,10704,504,4612,228,1384,4226,7880,20486,2011,0.683365352727938,0.316634647272062,0.719035530092513,0.0208583484853683,0.0441009983189818,0.000937710841995723,0.0720550733587201,0.0306013928436653,0.00144087275721294,0.0131851292783057,0.000651823390167759,0.00395668233329903,0.0120816037142498,0.0225279312040436,0.0585669033814768
"pc2001__09__40",1,"Banda",TRUE,701958,483170,218788,532646,1982,28951,1009,43153,25199,1393,8822,605,3698,9986,17920,26594,2011,0.688317534667316,0.311682465332684,0.758800384068563,0.00282353075255215,0.0412432082831167,0.00143740793608734,0.0614751879742093,0.0358981591491229,0.00198444921206112,0.012567703480835,0.000861874926989934,0.00526812145455996,0.0142259223486305,0.0255285928787762,0.0378854575344964
"pc2001__09__41",1,"Chitrakoot",TRUE,394341,283033,111308,314405,4033,13398,392,14216,12289,888,4233,245,1369,4417,9042,15414,2011,0.717736679675712,0.282263320324288,0.797292191276078,0.0102271891586216,0.0339756708026809,0.000994063513558063,0.0360500176243404,0.0311633839747832,0.00225185816336622,0.010734364420641,0.000621289695973789,0.00347161466852293,0.0112009656616989,0.022929393595898,0.0390879974438367
"pc2001__09__42",1,"Fatehpur",TRUE,1064428,670155,394273,776164,268,74338,1100,43402,37496,1666,14918,842,4574,11512,23944,74204,2011,0.629591668013243,0.370408331986757,0.729184125182727,0.000251778419958889,0.0698384484436712,0.00103341888789096,0.0407749514293123,0.0352264314730541,0.00156515987929667,0.014015039063234,0.000791035185094717,0.00429714363019387,0.010815198397637,0.0224947107742374,0.0697125592336917
"pc2001__09__43",1,"Pratapgarh",TRUE,1067133,552886,514247,709353,212,72454,846,36428,37428,2762,25666,1084,6206,11272,26140,137282,2011,0.51810411635663,0.48189588364337,0.66472782680322,0.00019866314695544,0.0678959417429692,0.000792778407190107,0.034136326024966,0.0350734163407935,0.00258824345231569,0.0240513600460299,0.00101580590235706,0.00581558250002577,0.0105628820400081,0.0244955408557321,0.128645632737438
"pc2001__09__48",1,"Ambedkar Nagar",TRUE,786470,440790,345680,526198,96,73018,1688,23656,27208,2194,8022,998,3470,7426,22616,89880,2011,0.560466387783387,0.439533612216613,0.669063028468982,0.000122064414408687,0.092842702200974,0.00214629928668608,0.0300787061172073,0.0345950894503287,0.0027896804709652,0.0102000076290259,0.00126896130812364,0.00441211997914733,0.00944219105623864,0.0287563416277798,0.114282807990133
"pc2001__09__50",1,"Bahraich",TRUE,1151457,742970,408487,922302,18,39892,1005,27295,33710,3856,11665,605,3745,9555,19010,78799,2011,0.645243374264085,0.354756625735915,0.800986923523848,1.56323683819717e-05,0.0346448021940897,0.000872807234660087,0.0237047497214399,0.0292759521197926,0.00334880069338238,0.0101306431764278,0.000525421270616271,0.00325240108836023,0.00829818221609665,0.0165095179411823,0.0684341664517216
"pc2001__09__52",1,"Balrampur",TRUE,761249,459847,301402,613288,49,26982,387,22729,20069,2076,6034,376,1875,4722,11273,51389,2011,0.604069102225422,0.395930897774578,0.805633899026468,6.43679006474885e-05,0.0354443815361334,0.000508375052052614,0.0298575104860565,0.0263632530223357,0.00272709717845278,0.0079264471940193,0.000493925115172565,0.00246305742273553,0.00620296381341716,0.0148085580407987,0.06750616421171
"pc2001__09__53",1,"Gonda",TRUE,1170891,740045,430846,885998,67,48140,1333,23215,31703,2953,11392,845,4020,10306,19486,131433,2011,0.63203577446577,0.36796422553423,0.756687001608177,5.72213809825167e-05,0.0411139892611695,0.00113844926641336,0.0198267814852108,0.0270759618102795,0.00252201101554286,0.0097293428679527,0.000721672640749651,0.003433282858951,0.00880184406575847,0.0166420273108257,0.112250414427987
"pc2001__09__55",1,"Basti",TRUE,783511,443671,339840,586924,29,34326,1157,20793,25631,2535,7722,701,4022,10455,19960,69256,2011,0.566260078033365,0.433739921966635,0.749094779779735,3.70128817591585e-05,0.043810488940168,0.00147668635156367,0.0265382362213166,0.0327130059437583,0.00323543638825747,0.00985563699807661,0.000894690693557589,0.00513330380811501,0.0133437820273104,0.0254750731004415,0.0883918668659406
"pc2001__09__60",1,"Deoria",TRUE,876403,455155,421248,542901,960,65558,1394,45982,46136,3210,16272,1074,5898,13960,30034,103024,2011,0.519344411189829,0.480655588810171,0.619465017805735,0.001095386483159,0.0748034865238937,0.0015905924557538,0.052466730488143,0.0526424487364831,0.00366269855306292,0.0185668008895451,0.00122546362803413,0.00672978070590813,0.0159287451092705,0.0342696225366641,0.117553226084347
"pc2001__09__61",1,"Azamgarh",TRUE,1374073,786359,587714,896479,170,120474,1706,52016,58992,3174,23684,1538,7124,17024,39206,152486,2011,0.572283277526012,0.427716722473988,0.65242458006234,0.000123719773258044,0.0876765644911151,0.00124156431281307,0.037855339563473,0.0429322168472854,0.00230992094306489,0.0172363477049618,0.00111930006629924,0.00518458626288414,0.0123894436467349,0.0285326907667933,0.110973725558977
"pc2001__09__62",1,"Mau",TRUE,697622,396850,300772,367008,360,127092,1032,33658,29992,1848,11184,722,3454,9102,22286,89884,2011,0.568861073762009,0.431138926237991,0.526084326469062,0.000516038771713048,0.182178887707096,0.0014793111455774,0.0482467582731049,0.042991763447827,0.00264899902812698,0.0160316045078854,0.00103494442549117,0.00495110532638019,0.0130471802781449,0.0319456668511027,0.128843413768488
"pc2001__09__63",1,"Ballia",TRUE,1019148,569720,449428,614304,858,63168,1390,48322,41068,1986,16194,1216,4876,17138,25184,183444,2011,0.559015962352867,0.440984037647133,0.602762307339071,0.00084187968773917,0.0619811842833426,0.00136388434260775,0.047414114534886,0.0402964044476367,0.00194868654994172,0.0158897431972589,0.00119315349684246,0.0047843885284571,0.0168160070961234,0.024710836895132,0.179997409600961
"pc2001__09__64",1,"Jaunpur",TRUE,1438528,896771,541757,994176,212,99598,1488,39468,60938,4162,24020,1772,7362,13304,39896,152132,2011,0.623394886995596,0.376605113004405,0.691106464385817,0.000147372870044935,0.0692360524091293,0.00103439071050407,0.0274363794100636,0.0423613582773502,0.00289323530720292,0.0166976242381101,0.00123181474396049,0.00511773145882458,0.00924834275036704,0.027733905770343,0.105755327668283
"pc2001__09__65",1,"Ghazipur",TRUE,1203049,765498,437551,821853,752,73686,1538,41896,48432,2784,18944,1176,5720,21906,31954,132408,2011,0.636298272140204,0.363701727859796,0.68314175066851,0.000625078446513816,0.0612493755449695,0.00127841841853491,0.0348248491956687,0.0402577118637728,0.00231412020624264,0.0157466570355821,0.000977516294016287,0.00475458605592956,0.0182087346400687,0.0265608466488065,0.110060354981385
"pc2001__09__66",1,"Chandauli",TRUE,651072,341747,309325,386546,792,64820,1028,38998,28108,1438,19494,720,3108,9846,16236,79938,2011,0.524898935908778,0.475101064091222,0.593706994003735,0.00121645532291359,0.0995588813526,0.00157893443428684,0.0598981372259904,0.0431718765359284,0.00220866509387595,0.0299413889708051,0.001105868475376,0.00477366558537305,0.0151227514007667,0.0249373341197287,0.12277904747862
"pc2001__09__67",1,"Varanasi",TRUE,1220555,920614,299941,397368,619,260103,4377,92832,118184,8427,45486,5696,19832,35773,55094,176764,2011,0.754258513545068,0.245741486454932,0.325563370761662,0.00050714633916538,0.213102236277759,0.00358607354850867,0.0760572034852997,0.0968280823068194,0.00690423618763595,0.0372666532847762,0.00466672947962198,0.0162483460393018,0.0293087980467902,0.04513848208397,0.14482264215869
"pc2001__09__69",1,"Mirzapur",TRUE,882952,537590,345362,528016,8360,112366,1554,46528,35282,1958,20376,1090,5334,12114,22012,87962,2011,0.608855294512046,0.391144705487954,0.598012122969312,0.00946823836403338,0.12726173110203,0.0017600050738885,0.0526959562920748,0.0399591370765342,0.00221756109052361,0.0230771321657349,0.0012344951933967,0.00604109849686053,0.0137198851126675,0.0249300075202276,0.0996226295427158
"pc2001__09__70",1,"Sonbhadra",TRUE,730511,397249,333262,521056,10371,42567,19239,31880,19078,1504,11586,686,2413,7793,13637,48701,2011,0.543796055090204,0.456203944909796,0.713276049231292,0.0141969114770346,0.0582701697852599,0.0263363590691995,0.043640684397634,0.0261159653995628,0.00205883278964998,0.0158601307851627,0.000939068679321735,0.0033031672349903,0.0106678749532861,0.0186677544896655,0.0666670317079414
"pc2001__10__01",1,"Pashchim Champaran",TRUE,1479355,797762,681593,1222334,221,49570,775,28861,34915,2544,9401,639,4045,13252,22672,90126,2011,0.539263395195879,0.460736604804121,0.826261445021648,0.000149389429852875,0.0335078463249186,0.000523876959891304,0.0195091779863522,0.0236015020059418,0.00171966836898513,0.00635479651604922,0.000431945003058765,0.00273429974549719,0.00895795802900588,0.0153255979802008,0.0609224966285983
"pc2001__10__02",1,"Purba Champaran",TRUE,1737983,1133109,604874,1413266,255,59155,862,28759,49547,3104,13991,1066,5537,18514,30777,113150,2011,0.651967827073107,0.348032172926893,0.81316445557868,0.000146721803377824,0.0340365814855496,0.000495977233379153,0.0165473425229131,0.0285083340861217,0.00178597834386182,0.00805013627866326,0.000613354676081412,0.00318587696197259,0.0106525783048511,0.0177084585982717,0.0651042041262774
"pc2001__10__03",1,"Sheohar",TRUE,216372,137804,78568,176304,22,6396,58,2512,3595,281,896,64,443,2243,3693,19865,2011,0.636884624627956,0.363115375372044,0.814818922966003,0.000101676741907456,0.0295602018745494,0.000268056865028747,0.0116096352577968,0.0166149039616956,0.00129868929436341,0.00414101639768547,0.000295786885548962,0.00204739984840922,0.0103664060044738,0.0170678276301924,0.0918094762723458
"pc2001__10__04",1,"Sitamarhi",TRUE,1114758,753778,360980,861011,135,54648,488,20781,36705,3372,10432,722,3658,13601,20916,88289,2011,0.676180839249416,0.323819160750584,0.772374811394043,0.00012110251731766,0.0490222990101888,0.000437763173711245,0.0186417141657651,0.032926428875146,0.00302487176589,0.0093580848937617,0.000647674203728522,0.00328142969146667,0.0122008543558333,0.0187628166830828,0.0792001492700658
"pc2001__10__05",1,"Madhubani",TRUE,1636848,1074135,562713,1342298,152,47745,711,19349,35736,4053,12043,811,4577,21904,31053,116416,2011,0.656221591742178,0.343778408257822,0.820050487277988,9.28614019139224e-05,0.0291688660156594,0.000434371426057887,0.0118208899054769,0.0218322043341837,0.00247610040761268,0.0073574333108511,0.000495464453632836,0.00279622787210541,0.0133818167600168,0.0189712178528489,0.0711220589816525
"pc2001__10__06",1,"Supaul",TRUE,878007,472947,405060,758583,40,18221,244,12488,14004,1262,3805,283,1932,6783,13529,46833,2011,0.538659714558084,0.461340285441916,0.863982861184478,4.55577233438913e-05,0.0207526819262261,0.000277902112397737,0.0142231212279629,0.0159497589426964,0.00143734617149977,0.00433367843308766,0.000322320892658031,0.00220043803750995,0.00772545093604037,0.0154087609779876,0.0533401214341116
"pc2001__10__08",1,"Kishanganj",TRUE,529261,384514,144747,435981,62,17218,187,9098,15084,2040,4946,276,1332,5387,11770,25880,2011,0.726511116443494,0.273488883556506,0.823754253572434,0.000117144471253314,0.0325321533232186,0.000353322840715639,0.0171900064429459,0.0285001161997578,0.00385443098962516,0.00934510572288531,0.000521481839772815,0.00251671670499054,0.0101783430103484,0.0222385552685726,0.0488983696134799
"pc2001__10__09",1,"Purnia",TRUE,1142854,776121,366733,946266,83,24368,368,16298,25366,2647,6633,477,4310,9904,20366,85768,2011,0.679107742546292,0.320892257453708,0.827985026958824,7.26251997192992e-05,0.0213220586356612,0.000322000885502435,0.0142607892171703,0.0221953110371054,0.00231613136936127,0.00580389096070014,0.000417376147784406,0.00377126037096602,0.00866602383156554,0.0178202990058223,0.0750472063798175
"pc2001__10__11",1,"Madhepura",TRUE,777746,443673,334073,677532,70,12850,167,10003,13583,1096,3107,219,1593,4923,14370,38233,2011,0.570460021652313,0.429539978347687,0.87114816405356,9.00036772931008e-05,0.0165221036173764,0.000214723058684969,0.0128615254851841,0.017464570695317,0.00140920043304626,0.0039948775049952,0.000281582933245558,0.00204822654182728,0.00632983004734193,0.0184764691814551,0.0491587227706732
"pc2001__10__12",1,"Saharsa",TRUE,650252,363620,286632,524314,133,19642,338,15606,17921,1264,6084,448,2968,9596,16272,35666,2011,0.55919858762449,0.44080141237551,0.806324317341584,0.000204536087547597,0.0302067506136083,0.000519798478128479,0.0239999261824646,0.0275600843980488,0.00194386176436212,0.00935637260631263,0.000688963663318221,0.00456438426948322,0.0147573556098251,0.0250241444855225,0.0548495044997939
"pc2001__10__14",1,"Muzaffarpur",TRUE,1548895,911007,637888,1053895,308,72974,2036,56802,72292,6074,29440,2128,11512,34120,39646,167668,2011,0.588165756878291,0.411834243121709,0.680417329773807,0.000198851439251854,0.0471135874284571,0.00131448548804147,0.0366725956246227,0.0466732735272565,0.00392150533122,0.0190070986090084,0.00137388267119463,0.00743239535281604,0.0220286074911469,0.0255963122096721,0.108250075053506
"pc2001__10__15",1,"Gopalganj",TRUE,728201,363111,365090,550558,97,32739,508,22265,25399,1466,7165,483,2946,8451,17243,58881,2011,0.498641171874249,0.501358828125751,0.756052243817298,0.000133204980493023,0.0449587407872277,0.0006976095885614,0.0305753493884243,0.0348791061808484,0.0020131804268327,0.00983931634260321,0.000663278408021961,0.00404558631476749,0.011605312269552,0.0236789018416619,0.0808581696537082
"pc2001__10__16",1,"Siwan",TRUE,931677,461534,470143,646039,204,49814,974,51795,45926,2587,14878,777,4187,13634,24670,76192,2011,0.495379836574263,0.504620163425737,0.693415207201638,0.0002189600043792,0.0534670277360072,0.0010454266875752,0.055593301111866,0.0492939076525448,0.0027767133888676,0.0159690536527144,0.0008339800166796,0.0044940467565476,0.0146338269593432,0.026479133862916,0.0817794149689216
"pc2001__10__17",1,"Saran",TRUE,1040231,545520,494711,731293,732,50839,757,35827,47988,2805,19929,901,6114,20845,26284,95917,2011,0.524421979348818,0.475578020651182,0.703010196773601,0.000703689853503693,0.0488727984457298,0.000727722976915704,0.0344413884992853,0.0461320610518241,0.00269651644682768,0.019158244659119,0.00086615376776889,0.0058775406616415,0.0200388183009351,0.0252674646304523,0.0922074039323958
"pc2001__10__19",1,"Samastipur",TRUE,1343944,907810,436134,1034416,262,63926,982,29664,45860,5244,19224,946,5714,15250,31512,90944,2011,0.675482014131541,0.324517985868459,0.769686832189436,0.00019494859904877,0.0475659700106552,0.000730685207121725,0.0220723482526058,0.034123445619758,0.00390194829546469,0.0143041674355479,0.000703898376718078,0.00425166524795676,0.0113471989904341,0.0234474055466597,0.0676694862285929
"pc2001__10__20",1,"Begusarai",TRUE,938675,592081,346594,587463,540,77168,1118,49502,41490,3462,20122,804,5362,16192,26118,109334,2011,0.630762510986231,0.369237489013769,0.625842810344368,0.000575278983673796,0.0822094974298879,0.00119104056249501,0.0527360374996671,0.04420060191227,0.00368817748421978,0.0214365994620076,0.000856526486803207,0.00571230724159054,0.0172498468586039,0.0278243268436892,0.116476948890724
"pc2001__10__21",1,"Khagaria",TRUE,560938,306355,254583,435067,134,18701,331,16366,15871,1151,5781,359,1766,6643,11478,47290,2011,0.546147702598148,0.453852297401852,0.775606216729835,0.000238885580937644,0.0333388003665289,0.000590083039480299,0.0291761299822797,0.0282936795153832,0.0020519201765614,0.0103059518164218,0.000639999429526971,0.00314829802937223,0.0118426635385729,0.0204621544627035,0.0843052173323968
"pc2001__10__23",1,"Banka",TRUE,771080,374097,396983,637646,394,25151,308,16060,12361,1008,5024,279,1973,6531,12189,52156,2011,0.485159775898739,0.514840224101261,0.826951807853919,0.000510971624215386,0.0326178866006121,0.000399439746848576,0.0208279296571043,0.0160307620480365,0.00130725735332261,0.00651553664989366,0.000361830160294652,0.00255874876796182,0.00846993826840276,0.0158076982933029,0.0676401929760855
"pc2001__10__24",1,"Munger",TRUE,427110,234165,192945,247380,1676,31562,678,29076,24392,1722,16226,636,4346,15330,15398,38688,2011,0.54825454800871,0.45174545199129,0.579195055138021,0.0039240476692187,0.0738966542576854,0.00158741307859802,0.0680761396361593,0.0571094097539276,0.00403174826157196,0.0379902132939992,0.00148907775514504,0.0101753646601578,0.0358923930603357,0.0360516026316406,0.0905808808035401
"pc2001__10__25",1,"Lakhisarai",TRUE,326576,201866,124710,240808,682,13177,196,10718,13103,950,4595,244,1265,5614,8415,26809,2011,0.61812870510999,0.38187129489001,0.737372005291265,0.00208833472147372,0.0403489539953946,0.000600166576845818,0.032819313115477,0.0401223604918916,0.00290897065307922,0.0140702317377884,0.000747146146685611,0.00387352408015286,0.0171904855225124,0.0257673558375386,0.0820911518298956
"pc2001__10__26",1,"Sheikhpura",TRUE,224655,148002,76653,164804,3950,8365,128,3711,7495,405,2035,135,694,2830,4954,25149,2011,0.658796821793417,0.341203178206583,0.733587055707641,0.0175825154125214,0.0372348712470232,0.000569762524760188,0.0165186619483208,0.0333622665865438,0.00180276423849903,0.00905833388974205,0.000600921412833011,0.00308918118893414,0.0125970933208698,0.0220515902161091,0.111944982306203
"pc2001__10__27",1,"Nalanda",TRUE,1046111,740386,305725,760243,324,55394,694,20700,38832,2180,13264,932,4984,16862,25682,106020,2011,0.707750898327233,0.292249101672767,0.726732631623222,0.00030971856715014,0.0529523157676384,0.000663409523463571,0.0197875751234812,0.0371203438258464,0.0020839088777386,0.0126793428230847,0.000890918841308427,0.00476431277369228,0.016118748392857,0.0245499760541663,0.101346797806351
"pc2001__10__28",1,"Patna",TRUE,1884041,1373309,510732,942869,2167,122188,6203,90134,143730,10355,63643,8438,35774,123732,71748,263060,2011,0.72891672739606,0.27108327260394,0.500450361749028,0.00115018728361007,0.064854214956044,0.00329239119530838,0.0478407847812229,0.0762881487186319,0.00549616489237761,0.0337800504341466,0.00447867111172209,0.0189879094987848,0.0656737300302913,0.0380819737999332,0.139625411548899
"pc2001__10__30",1,"Buxar",TRUE,538112,328342,209770,391072,420,28506,330,16466,23116,1592,7686,462,2862,11134,14006,40460,2011,0.610174090152236,0.389825909847764,0.726748334919125,0.000780506660323501,0.0529741020456708,0.000613255233111323,0.0305995777830637,0.0429575999048525,0.00295849191246432,0.0142832718839201,0.000858557326355852,0.00531859538534729,0.0206908598953378,0.0260280387725975,0.0751888082778306
"pc2001__10__31",1,"Kaimur (Bhabua)",TRUE,511163,284646,226517,395895,222,21085,267,12862,15234,594,4569,266,1650,8001,10860,39658,2011,0.556859553606188,0.443140446393812,0.774498545473753,0.000434303734816487,0.0412490731919173,0.000522338275657667,0.025162228095539,0.0298026265594341,0.00116205593910357,0.00893844038007446,0.000520381952527863,0.00322793316417659,0.0156525413615618,0.0212456691896714,0.0775838626817669
"pc2001__10__32",1,"Rohtas",TRUE,924838,542951,381887,629135,3754,44814,1085,36435,45584,2809,12905,973,5119,16192,23721,102312,2011,0.587076871841339,0.412923128158661,0.680265084263406,0.00405908926752577,0.0484560539251199,0.0011731784377372,0.03939608882853,0.0492886321712559,0.0030372886927224,0.0139537951511508,0.00105207614739014,0.00553502343113064,0.0175079311187473,0.0256488163332389,0.110626942232045
"pc2001__10__35",1,"Gaya",TRUE,1663998,1007736,656262,1160034,2590,88414,1288,43644,56902,4400,20574,1320,6738,30568,30942,216584,2011,0.60561130482128,0.39438869517872,0.697136655212326,0.00155649225539935,0.053133477323891,0.000774039391874269,0.0262283969091309,0.0341959545624454,0.00264423394739657,0.0123641975531221,0.000793270184218971,0.00404928371308139,0.0183702143872769,0.0185949742728056,0.130158810287032
"pc2001__10__36",1,"Nawada",TRUE,817068,508971,308097,616034,1745,34198,328,12293,28460,2194,8011,428,2354,9360,14103,87560,2011,0.622923673427426,0.377076326572574,0.753956831010393,0.00213568515717174,0.0418545335271972,0.000401435376247754,0.0150452593908953,0.034831862219546,0.00268521102282797,0.00980456950951451,0.00052382421046963,0.00288103315758297,0.0114555948831676,0.0172604972903112,0.107163663244675
"pc2001__10__37",1,"Jamui",TRUE,726515,444957,281558,491087,838,116142,184,16234,16390,1090,7110,252,1910,6098,10388,58792,2011,0.612453975485709,0.387546024514291,0.675948879238557,0.00115345175254468,0.159861806019146,0.00025326386929382,0.0223450307288907,0.0225597544441615,0.00150031313875144,0.00978644625369056,0.000346861386206754,0.00262898907799564,0.00839349497257455,0.0142983971425229,0.0809233119756646
"pc2001__11__03",1,"South District",TRUE,75165,51008,24157,43297,257,2397,2767,7719,2861,721,2420,172,227,3604,4632,4091,2011,0.678613716490388,0.321386283509612,0.576026075966208,0.00341914454865962,0.031889842346837,0.0368123461717555,0.102694073039314,0.0380629282245726,0.00959223042639526,0.0321958358278454,0.00228829907536752,0.00302002261690947,0.0479478480675846,0.0616244262622231,0.0544269274263287
"pc2001__11__04",1,"East District",TRUE,137451,108797,28654,46469,705,8306,3891,14038,8323,2889,6979,963,1606,21789,10564,10929,2011,0.791532982662913,0.208467017337087,0.338076841929124,0.00512910055219678,0.0604288073568035,0.0283082698561669,0.10213094120814,0.0605524877956508,0.0210183992841085,0.050774457806782,0.00700613309470284,0.0116841638111036,0.158521946002575,0.0768564797636976,0.0795119715389484
"pc2001__12__01",1,"Tawang",TRUE,28828,24741,4087,9756,87,592,724,6825,717,210,394,54,92,7132,961,1284,2011,0.858228111558207,0.141771888441793,0.338420979603164,0.00301789926460386,0.020535590398224,0.0251144720410712,0.236748994033578,0.0248716525600111,0.00728458443180241,0.0136672679339531,0.00187317885389205,0.00319134175107534,0.247398362702928,0.0333356458998196,0.0445400305258776
"pc2001__12__09",1,"Upper Siang",TRUE,17644,14524,3120,11267,4,396,523,844,381,28,109,27,53,1668,974,1370,2011,0.823169349353888,0.176830650646112,0.638574019496713,0.00022670596236681,0.0224438902743142,0.0296418045794604,0.047834958059397,0.0215937429154387,0.00158694173656767,0.00617773747449558,0.00153026524597597,0.00300385400136024,0.0945363863069599,0.0552029018363183,0.0776467921106325
"pc2001__12__10",2,"Dibang Valley;Lower Dibang Valley",TRUE,25881,22354,3527,15510,11,504,811,2431,1251,101,450,54,139,1718,1729,1172,2011,0.86372242185387,0.13627757814613,0.599281326069317,0.000425022217070438,0.0194737452185001,0.0313357289131023,0.0939299099725667,0.0483366175959198,0.00390247672037402,0.0173872725165179,0.00208647270198215,0.00537073528843553,0.0663807426297284,0.0668057648467988,0.0452841853096866
"pc2001__12__12",1,"Changlang",TRUE,62419,50268,12151,47884,272,1322,867,1738,1610,140,571,86,144,3553,2416,1816,2011,0.805331709896025,0.194668290103975,0.767138211121614,0.00435764751117448,0.0211794485653407,0.0138900014418687,0.0278440859353722,0.0257934282830548,0.00224290680722216,0.00914785562088467,0.00137778561015076,0.00230698985885708,0.0569217706147167,0.038706163187491,0.0290937054422532
