"key","panel_key_status","join_key_status"
"uttar pradesh__saharanpur","in_panel","in_join_map"
"uttar pradesh__sambhal","not_in_panel","in_join_map"
"uttar pradesh__sant kabir nagar","not_in_panel","in_join_map"
"uttar pradesh__shahjahanpur","in_panel","in_join_map"
"uttar pradesh__shamli","not_in_panel","in_join_map"
"uttar pradesh__shrawasti","in_panel","in_join_map"
"uttar pradesh__siddharthnagar","in_panel","in_join_map"
"uttar pradesh__sitapur","in_panel","in_join_map"
"uttar pradesh__sonbhadra","in_panel","in_join_map"
"uttar pradesh__sultanpur","not_in_panel","in_join_map"
"uttar pradesh__unnao","in_panel","in_join_map"
"uttar pradesh__varanasi","in_panel","in_join_map"
"uttarakhand__almora","in_panel","in_join_map"
"uttarakhand__bageshwar","in_panel","in_join_map"
"uttarakhand__chamoli","in_panel","in_join_map"
"uttarakhand__champawat","in_panel","in_join_map"
"uttarakhand__dehradun","in_panel","in_join_map"
"uttarakhand__garhwal","not_in_panel","in_join_map"
"uttarakhand__hardwar","not_in_panel","in_join_map"
"uttarakhand__nainital","in_panel","in_join_map"
"uttarakhand__pithoragarh","in_panel","in_join_map"
"uttarakhand__rudraprayag","in_panel","in_join_map"
"uttarakhand__tehri garhwal","in_panel","in_join_map"
"uttarakhand__udham singh nagar","in_panel","in_join_map"
"uttarakhand__uttarkashi","in_panel","in_join_map"
"west bengal__alipurduar","in_panel","in_join_map"
"west bengal__bankura","in_panel","in_join_map"
"west bengal__birbhum","in_panel","in_join_map"
"west bengal__cooch behar","not_in_panel","in_join_map"
"west bengal__dakshin dinajpur","not_in_panel","in_join_map"
"west bengal__darjiling","not_in_panel","in_join_map"
"west bengal__hooghly","not_in_panel","in_join_map"
"west bengal__howrah","not_in_panel","in_join_map"
"west bengal__jalpaiguri","not_in_panel","in_join_map"
"west bengal__jhargram","in_panel","in_join_map"
"west bengal__kalimpong","not_in_panel","in_join_map"
"west bengal__kolkata","in_panel","in_join_map"
"west bengal__maldah","not_in_panel","in_join_map"
"west bengal__medinipur west","not_in_panel","in_join_map"
"west bengal__murshidabad","in_panel","in_join_map"
"west bengal__nadia","in_panel","in_join_map"
"west bengal__north twenty four pargan","not_in_panel","in_join_map"
"west bengal__paschim bardhaman","not_in_panel","in_join_map"
"west bengal__purba bardhaman","not_in_panel","in_join_map"
"west bengal__purba medinipur","not_in_panel","in_join_map"
"west bengal__puruliya","not_in_panel","in_join_map"
"west bengal__south twenty four pargan","not_in_panel","in_join_map"
"west bengal__uttar dinajpur","in_panel","in_join_map"
