"state","district","source"
"Jharkhand","Gumla","join_map"
"Jharkhand","Hazaribagh","join_map"
"Jharkhand","Jamtara","join_map"
"Jharkhand","Ranchi","join_map"
"Jharkhand","Koderma","join_map"
"Jharkhand","Palamau","join_map"
"Jharkhand","Lohardaga","join_map"
"Jharkhand","Pakur","join_map"
"Jharkhand","Palamu","join_map"
"Jharkhand","Hazaribagh","join_map"
"Jharkhand","Ranchi","join_map"
"Jharkhand","Sahibganj","join_map"
"Jharkhand","West Singhbhum","join_map"
"Jharkhand","Gumla","join_map"
"Jharkhand","West Singhbhum","join_map"
"Karnataka","Bagalkote","join_map"
"Karnataka","Ballari","join_map"
"Karnataka","Belagavi","join_map"
"Karnataka","Bengaluru Rural","join_map"
"Karnataka","Bengaluru Urban","join_map"
"Karnataka","Bidar","join_map"
"Karnataka","Chamarajanagara","join_map"
"Karnataka","Kolar","join_map"
"Karnataka","Chikkamagaluru","join_map"
"Karnataka","Chitradurga","join_map"
"Karnataka","Dakshina Kannada","join_map"
"Karnataka","Davanagere","join_map"
"Karnataka","Dharwad","join_map"
"Karnataka","Gadag","join_map"
"Karnataka","Hassan","join_map"
"Karnataka","Haveri","join_map"
"Karnataka","Gulburga","join_map"
"Karnataka","Kodagu","join_map"
"Karnataka","Kolar","join_map"
"Karnataka","Koppal","join_map"
"Karnataka","Mandya","join_map"
"Karnataka","Mysuru","join_map"
"Karnataka","Raichur","join_map"
"Karnataka","Ramanagara","join_map"
"Karnataka","Shivamogga","join_map"
"Karnataka","Tumakuru","join_map"
"Karnataka","Udupi","join_map"
"Karnataka","Uttara Kannada","join_map"
"Karnataka","Bijapur","join_map"
"Karnataka","Gulburga","join_map"
"Kerala","Alappuzha","join_map"
"Kerala","Ernakulam","join_map"
"Kerala","Idukki","join_map"
"Kerala","Kannur","join_map"
"Kerala","Kasaragod","join_map"
"Kerala","Kollam","join_map"
"Kerala","Kottayam","join_map"
"Kerala","Kozhikode","join_map"
"Kerala","Malappuram","join_map"
"Kerala","Palakkad","join_map"
"Kerala","Pathanamthitta","join_map"
"Kerala","Thiruvananthapuram","join_map"
"Kerala","Thrissur","join_map"
"Kerala","Wayanad","join_map"
"Lakshadweep","Lakshadweep","join_map"
"Madhya Pradesh","Shajapur","join_map"
"Madhya Pradesh","Jhabua","join_map"
"Madhya Pradesh","Shahdol","join_map"
"Madhya Pradesh","Guna","join_map"
"Madhya Pradesh","Balaghat","join_map"
"Madhya Pradesh","Barwani","join_map"
"Madhya Pradesh","Betul","join_map"
"Madhya Pradesh","Bhind","join_map"
"Madhya Pradesh","Bhopal","join_map"
"Madhya Pradesh","Khandwa","join_map"
"Madhya Pradesh","Chhatarpur","join_map"
"Madhya Pradesh","Chhindwara","join_map"
"Madhya Pradesh","Damoh","join_map"
"Madhya Pradesh","Datia","join_map"
"Madhya Pradesh","Dewas","join_map"
"Madhya Pradesh","Dhar","join_map"
"Madhya Pradesh","Dindori","join_map"
"Madhya Pradesh","Guna","join_map"
"Madhya Pradesh","Gwalior","join_map"
"Madhya Pradesh","Harda","join_map"
"Madhya Pradesh","Hoshangabad","join_map"
"Madhya Pradesh","Indore","join_map"
"Madhya Pradesh","Jabalpur","join_map"
"Madhya Pradesh","Jhabua","join_map"
"Madhya Pradesh","Katni","join_map"
"Madhya Pradesh","Khandwa","join_map"
"Madhya Pradesh","Khargone","join_map"
"Madhya Pradesh","Mandla","join_map"
"Madhya Pradesh","Mandsaur","join_map"
"Madhya Pradesh","Morena","join_map"
"Madhya Pradesh","Narsinghpur","join_map"
"Madhya Pradesh","Neemuch","join_map"
"Madhya Pradesh","Tikamgarh","join_map"
"Madhya Pradesh","Panna","join_map"
"Madhya Pradesh","Raisen","join_map"
"Madhya Pradesh","Rajgarh","join_map"
"Madhya Pradesh","Ratlam","join_map"
"Madhya Pradesh","Rewa","join_map"
"Madhya Pradesh","Sagar","join_map"
"Madhya Pradesh","Satna","join_map"
"Madhya Pradesh","Sehore","join_map"
"Madhya Pradesh","Seoni","join_map"
"Madhya Pradesh","Shahdol","join_map"
"Madhya Pradesh","Shajapur","join_map"
"Madhya Pradesh","Sheopur","join_map"
"Madhya Pradesh","Shivpuri","join_map"
"Madhya Pradesh","Sidhi","join_map"
"Madhya Pradesh","Sidhi","join_map"
"Madhya Pradesh","Tikamgarh","join_map"
"Madhya Pradesh","Ujjain","join_map"
"Madhya Pradesh","Umaria","join_map"
"Madhya Pradesh","Vidisha","join_map"
"Maharashtra","Ahmednagar","join_map"
"Maharashtra","Akola","join_map"
"Maharashtra","Amravati","join_map"
"Maharashtra","Aurangabad","join_map"
"Maharashtra","Beed","join_map"
"Maharashtra","Bhandara","join_map"
"Maharashtra","Buldhana","join_map"
"Maharashtra","Chandrapur","join_map"
"Maharashtra","Dhule","join_map"
"Maharashtra","Gadchiroli","join_map"
"Maharashtra","Gondia","join_map"
"Maharashtra","Hingoli","join_map"
"Maharashtra","Jalgaon","join_map"
"Maharashtra","Jalna","join_map"
"Maharashtra","Kolhapur","join_map"
"Maharashtra","Latur","join_map"
"Maharashtra","Mumbai","join_map"
"Maharashtra","Mumbai Suburban","join_map"
"Maharashtra","Nagpur","join_map"
"Maharashtra","Nanded","join_map"
"Maharashtra","Nandurbar","join_map"
"Maharashtra","Nashik","join_map"
"Maharashtra","Osmanabad","join_map"
"Maharashtra","Thane","join_map"
"Maharashtra","Parbhani","join_map"
"Maharashtra","Pune","join_map"
"Maharashtra","Raigad","join_map"
"Maharashtra","Ratnagiri","join_map"
"Maharashtra","Sangli","join_map"
"Maharashtra","Satara","join_map"
"Maharashtra","Sindhudurg","join_map"
"Maharashtra","Solapur","join_map"
"Maharashtra","Thane","join_map"
"Maharashtra","Wardha","join_map"
"Maharashtra","Washim","join_map"
"Maharashtra","Yavatmal","join_map"
"Manipur","Bishnupur","join_map"
"Manipur","Chandel","join_map"
"Manipur","Churachandpur","join_map"
"Manipur","Imphal East","join_map"
"Manipur","Imphal West","join_map"
"Manipur","Imphal East","join_map"
"Manipur","Thoubal","join_map"
"Manipur","Ukhrul","join_map"
"Manipur","Senapati","join_map"
"Manipur","Tamenglong","join_map"
"Manipur","Churachandpur","join_map"
"Manipur","Senapati","join_map"
"Manipur","Tamenglong","join_map"
"Manipur","Chandel","join_map"
"Manipur","Thoubal","join_map"
"Manipur","Ukhrul","join_map"
"Meghalaya","East Garo Hills","join_map"
"Meghalaya","Jaintia Hills","join_map"
"Meghalaya","East Khasi Hills","join_map"
"Meghalaya","East Garo Hills","join_map"
"Meghalaya","Ribhoi","join_map"
"Meghalaya","South Garo Hills","join_map"
"Meghalaya","West Garo Hills","join_map"
"Meghalaya","West Khasi Hills","join_map"
"Meghalaya","West Garo Hills","join_map"
"Meghalaya","Jaintia Hills","join_map"
"Meghalaya","West Khasi Hills","join_map"
"Mizoram","Aizawl","join_map"
"Mizoram","Champhai","join_map"
"Mizoram","Lunglei","join_map"
"Mizoram","Champhai","join_map"
"Mizoram","Kolasib","join_map"
"Mizoram","Lawngtlai","join_map"
"Mizoram","Lunglei","join_map"
"Mizoram","Mamit","join_map"
"Mizoram","Saiha","join_map"
"Mizoram","Serchhip","join_map"
"Nagaland","Dimapur","join_map"
"Nagaland","Tuensang","join_map"
"Nagaland","Kohima","join_map"
"Nagaland","Tuensang","join_map"
"Nagaland","Mokokchung","join_map"
"Nagaland","Mon","join_map"
"Nagaland","Kohima","join_map"
"Nagaland","Phek","join_map"
"Nagaland","Tuensang","join_map"
"Nagaland","Wokha","join_map"
"Nagaland","Zunheboto","join_map"
"Orissa","Angul","join_map"
"Orissa","Balangir","join_map"
"Orissa","Balasore","join_map"
"Orissa","Bargarh","join_map"
"Orissa","Bhadrak","join_map"
"Orissa","Boudh","join_map"
"Orissa","Cuttack","join_map"
"Orissa","Deogarh","join_map"
"Orissa","Dhenkanal","join_map"
"Orissa","Gajapati","join_map"
"Orissa","Ganjam","join_map"
"Orissa","Jagatsinghpur","join_map"
"Orissa","Jajpur","join_map"
"Orissa","Jharsuguda","join_map"
"Orissa","Kalahandi","join_map"
"Orissa","Kandhamal","join_map"
"Orissa","Kendrapara","join_map"
"Orissa","Kendujhar","join_map"
"Orissa","Khordha","join_map"
"Orissa","Koraput","join_map"
"Orissa","Malkangiri","join_map"
"Orissa","Mayurbhanj","join_map"
"Orissa","Nabarangapur","join_map"
"Orissa","Nayagarh","join_map"
"Orissa","Nuapada","join_map"
"Orissa","Puri","join_map"
"Orissa","Rayagada","join_map"
"Orissa","Sambalpur","join_map"
"Orissa","Subarnapur","join_map"
"Orissa","Sundargarh","join_map"
"Pondicherry","Karaikal","join_map"
"Pondicherry","Mahe","join_map"
"Pondicherry","Pondicherry","join_map"
"Pondicherry","Yanam","join_map"
"Punjab","Amritsar","join_map"
"Punjab","Sangrur","join_map"
"Punjab","Bathinda","join_map"
"Punjab","Faridkot","join_map"
"Punjab","Fatehgarh Sahib","join_map"
"Punjab","Firozpur","join_map"
"Punjab","Firozpur","join_map"
"Punjab","Gurdaspur","join_map"
"Punjab","Hoshiarpur","join_map"
"Punjab","Jalandhar","join_map"
"Punjab","Kapurthala","join_map"
"Punjab","Ludhiana","join_map"
"Punjab","Mansa","join_map"
"Punjab","Moga","join_map"
"Punjab","Muktsar","join_map"
"Punjab","Nawanshahr","join_map"
"Punjab","Gurdaspur","join_map"
"Punjab","Patiala","join_map"
"Punjab","Rupnagar","join_map"
"Punjab","Rupnagar","join_map"
"Punjab","Sangrur","join_map"
"Punjab","Amritsar","join_map"
"Rajasthan","Ajmer","join_map"
"Rajasthan","Alwar","join_map"
"Rajasthan","Banswara","join_map"
"Rajasthan","Baran","join_map"
"Rajasthan","Barmer","join_map"
"Rajasthan","Bharatpur","join_map"
"Rajasthan","Bhilwara","join_map"
"Rajasthan","Bikaner","join_map"
"Rajasthan","Bundi","join_map"
"Rajasthan","Chittorgarh","join_map"
"Rajasthan","Churu","join_map"
"Rajasthan","Dausa","join_map"
"Rajasthan","Dholpur","join_map"
"Rajasthan","Dungarpur","join_map"
"Rajasthan","Hanumangarh","join_map"
"Rajasthan","Jaipur","join_map"
"Rajasthan","Jaisalmer","join_map"
"Rajasthan","Jalore","join_map"
"Rajasthan","Jhalawar","join_map"
"Rajasthan","Jhunjhunu","join_map"
"Rajasthan","Jodhpur","join_map"
"Rajasthan","Karauli","join_map"
"Rajasthan","Kota","join_map"
"Rajasthan","Nagaur","join_map"
"Rajasthan","Pali","join_map"
"Rajasthan","Chittorgarh","join_map"
"Rajasthan","Rajsamand","join_map"
"Rajasthan","Sawai Madhopur","join_map"
"Rajasthan","Sikar","join_map"
"Rajasthan","Sirohi","join_map"
"Rajasthan","Ganganagar","join_map"
"Rajasthan","Tonk","join_map"
"Rajasthan","Udaipur","join_map"
"Sikkim","East District","join_map"
"Sikkim","North District","join_map"
"Sikkim","South District","join_map"
"Sikkim","West District","join_map"
"Tamil Nadu","Ariyalur","join_map"
"Tamil Nadu","Kancheepuram","join_map"
"Tamil Nadu","Chennai","join_map"
"Tamil Nadu","Coimbatore","join_map"
"Tamil Nadu","Cuddalore","join_map"
"Tamil Nadu","Dharmapuri","join_map"
"Tamil Nadu","Dindigul","join_map"
"Tamil Nadu","Erode","join_map"
"Tamil Nadu","Viluppuram","join_map"
"Tamil Nadu","Kancheepuram","join_map"
"Tamil Nadu","Kanniyakumari","join_map"
"Tamil Nadu","Karur","join_map"
"Tamil Nadu","Dharmapuri","join_map"
"Tamil Nadu","Madurai","join_map"
"Tamil Nadu","Nagapattinam","join_map"
"Tamil Nadu","Namakkal","join_map"
"Tamil Nadu","Nilgiris","join_map"
"Tamil Nadu","Perambalur","join_map"
"Tamil Nadu","Pudukkottai","join_map"
"Tamil Nadu","Ramanathapuram","join_map"
"Tamil Nadu","Vellore","join_map"
"Tamil Nadu","Salem","join_map"
"Tamil Nadu","Sivaganga","join_map"
"Tamil Nadu","Tirunelveli","join_map"
"Tamil Nadu","Thanjavur","join_map"
"Tamil Nadu","Theni","join_map"
"Tamil Nadu","Thoothukkudi","join_map"
"Tamil Nadu","Tiruchirappalli","join_map"
"Tamil Nadu","Tirunelveli","join_map"
"Tamil Nadu","Vellore","join_map"
"Tamil Nadu","Tiruppur","join_map"
"Tamil Nadu","Thiruvallur","join_map"
"Tamil Nadu","Tiruvannamalai","join_map"
"Tamil Nadu","Thiruvarur","join_map"
"Tamil Nadu","Vellore","join_map"
"Tamil Nadu","Viluppuram","join_map"
"Tamil Nadu","Virudhunagar","join_map"
"Andhra Pradesh","Adilabad","join_map"
"Andhra Pradesh","Adilabad","join_map"
"Andhra Pradesh","Adilabad","join_map"
"Andhra Pradesh","Adilabad","join_map"
"Andhra Pradesh","Nizamabad","join_map"
"Andhra Pradesh","Nizamabad","join_map"
"Andhra Pradesh","Karimnagar","join_map"
"Andhra Pradesh","Karimnagar","join_map"
"Andhra Pradesh","Karimnagar","join_map"
"Andhra Pradesh","Karimnagar","join_map"
"Andhra Pradesh","Medak","join_map"
"Andhra Pradesh","Medak","join_map"
"Andhra Pradesh","Medak","join_map"
"Andhra Pradesh","Hyderabad","join_map"
"Andhra Pradesh","Rangareddi","join_map"
"Andhra Pradesh","Rangareddi","join_map"
"Andhra Pradesh","Rangareddi","join_map"
"Andhra Pradesh","Mahbubnagar","join_map"
"Andhra Pradesh","Mahbubnagar","join_map"
"Andhra Pradesh","Mahbubnagar","join_map"
"Andhra Pradesh","Mahbubnagar","join_map"
"Andhra Pradesh","Mahbubnagar","join_map"
"Andhra Pradesh","Nalgonda","join_map"
"Andhra Pradesh","Nalgonda","join_map"
"Andhra Pradesh","Nalgonda","join_map"
"Andhra Pradesh","Warangal","join_map"
"Andhra Pradesh","Warangal","join_map"
"Andhra Pradesh","Warangal","join_map"
"Andhra Pradesh","Warangal","join_map"
"Andhra Pradesh","Warangal","join_map"
"Andhra Pradesh","Warangal","join_map"
"Andhra Pradesh","Khammam","join_map"
"Andhra Pradesh","Khammam","join_map"
"Tripura","Dhalai","join_map"
"Tripura","South Tripura","join_map"
"Tripura","West Tripura","join_map"
"Tripura","North Tripura","join_map"
"Tripura","West Tripura","join_map"
"Tripura","South Tripura","join_map"
"Tripura","North Tripura","join_map"
"Tripura","West Tripura","join_map"
"Uttar Pradesh","Agra","join_map"
"Uttar Pradesh","Aligarh","join_map"
"Uttar Pradesh","Allahabad","join_map"
"Uttar Pradesh","Ambedkar Nagar","join_map"
"Uttar Pradesh","Sultanpur","join_map"
"Uttar Pradesh","Amroha","join_map"
"Uttar Pradesh","Auraiya","join_map"
"Uttar Pradesh","Azamgarh","join_map"
"Uttar Pradesh","Baghpat","join_map"
"Uttar Pradesh","Bahraich","join_map"
"Uttar Pradesh","Ballia","join_map"
"Uttar Pradesh","Balrampur","join_map"
"Uttar Pradesh","Banda","join_map"
"Uttar Pradesh","Barabanki","join_map"
"Uttar Pradesh","Bareilly","join_map"
"Uttar Pradesh","Basti","join_map"
"Uttar Pradesh","Bhadohi","join_map"
"Uttar Pradesh","Bijnor","join_map"
"Uttar Pradesh","Budaun","join_map"
"Uttar Pradesh","Bulandshahar","join_map"
"Uttar Pradesh","Chandauli","join_map"
"Uttar Pradesh","Chitrakoot","join_map"
"Uttar Pradesh","Deoria","join_map"
"Uttar Pradesh","Etah","join_map"
"Uttar Pradesh","Etawah","join_map"
"Uttar Pradesh","Faizabad","join_map"
"Uttar Pradesh","Farrukhabad","join_map"
"Uttar Pradesh","Fatehpur","join_map"
"Uttar Pradesh","Firozabad","join_map"
"Uttar Pradesh","Gautam Buddha Nagar","join_map"
"Uttar Pradesh","Ghaziabad","join_map"
"Uttar Pradesh","Ghazipur","join_map"
"Uttar Pradesh","Gonda","join_map"
"Uttar Pradesh","Gorakhpur","join_map"
"Uttar Pradesh","Hamirpur","join_map"
"Uttar Pradesh","Ghaziabad","join_map"
"Uttar Pradesh","Hardoi","join_map"
"Uttar Pradesh","Hathras","join_map"
"Uttar Pradesh","Jalaun","join_map"
"Uttar Pradesh","Jaunpur","join_map"
"Uttar Pradesh","Jhansi","join_map"
"Uttar Pradesh","Kannauj","join_map"
"Uttar Pradesh","Kanpur Dehat","join_map"
"Uttar Pradesh","Kanpur Nagar","join_map"
"Uttar Pradesh","Etah","join_map"
"Uttar Pradesh","Kaushambi","join_map"
"Uttar Pradesh","Kushinagar","join_map"
"Uttar Pradesh","Lakhimpur Kheri","join_map"
"Uttar Pradesh","Lalitpur","join_map"
"Uttar Pradesh","Lucknow","join_map"
"Uttar Pradesh","Maharajganj","join_map"
"Uttar Pradesh","Mahoba","join_map"
"Uttar Pradesh","Mainpuri","join_map"
"Uttar Pradesh","Mathura","join_map"
"Uttar Pradesh","Mau","join_map"
"Uttar Pradesh","Meerut","join_map"
"Uttar Pradesh","Mirzapur","join_map"
"Uttar Pradesh","Moradabad","join_map"
"Uttar Pradesh","Muzaffarnagar","join_map"
"Uttar Pradesh","Pilibhit","join_map"
"Uttar Pradesh","Pratapgarh","join_map"
"Uttar Pradesh","Rae Bareli","join_map"
"Uttar Pradesh","Rampur","join_map"
"Uttar Pradesh","Saharanpur","join_map"
"Uttar Pradesh","Moradabad","join_map"
"Uttar Pradesh","Sant Kabir Nagar","join_map"
"Uttar Pradesh","Shahjahanpur","join_map"
"Uttar Pradesh","Muzaffarnagar","join_map"
"Uttar Pradesh","Shrawasti","join_map"
"Uttar Pradesh","Siddharthnagar","join_map"
"Uttar Pradesh","Sitapur","join_map"
"Uttar Pradesh","Sonbhadra","join_map"
"Uttar Pradesh","Sultanpur","join_map"
"Uttar Pradesh","Unnao","join_map"
"Uttar Pradesh","Varanasi","join_map"
"Uttaranchal","Almora","join_map"
"Uttaranchal","Bageshwar","join_map"
"Uttaranchal","Chamoli","join_map"
"Uttaranchal","Champawat","join_map"
"Uttaranchal","Dehradun","join_map"
"Uttaranchal","Haridwar","join_map"
"Uttaranchal","Nainital","join_map"
"Uttaranchal","Pauri Garhwal","join_map"
"Uttaranchal","Pithoragarh","join_map"
"Uttaranchal","Rudraprayag","join_map"
"Uttaranchal","Tehri Garhwal","join_map"
"Uttaranchal","Udham Singh Nagar","join_map"
"Uttaranchal","Uttarkashi","join_map"
"West Bengal","Jalpaiguri","join_map"
"West Bengal","Bankura","join_map"
"West Bengal","Birbhum","join_map"
"West Bengal","Cooch Behar","join_map"
"West Bengal","Dakshin Dinajpur","join_map"
"West Bengal","Darjeeling","join_map"
"West Bengal","Hooghly","join_map"
"West Bengal","Howrah","join_map"
"West Bengal","Jalpaiguri","join_map"
"West Bengal","Medinipur","join_map"
"West Bengal","Darjeeling","join_map"
"West Bengal","Kolkata","join_map"
"West Bengal","Malda","join_map"
"West Bengal","Murshidabad","join_map"
"West Bengal","Nadia","join_map"
"West Bengal","North 24 Parganas","join_map"
"West Bengal","Medinipur","join_map"
"West Bengal","Bardhaman","join_map"
"West Bengal","Bardhaman","join_map"
"West Bengal","Medinipur","join_map"
"West Bengal","Purulia","join_map"
"West Bengal","South 24 Parganas","join_map"
"West Bengal","Uttar Dinajpur","join_map"
