"state_key","district_key","target_unit_2001","n_candidate_targets","bridge_status","bridge_sources"
"jammu and kashmir","doda","pc2001__01__09",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jammu and kashmir","ganderbal","pc2001__01__03",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"jammu and kashmir","jammu","pc2001__01__13",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jammu and kashmir","kargil","pc2001__01__08",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jammu and kashmir","kathua","pc2001__01__14",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jammu and kashmir","kishtwar","pc2001__01__09",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"jammu and kashmir","kulgam","pc2001__01__06",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"jammu and kashmir","kupwara","pc2001__01__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jammu and kashmir","leh ladakh","pc2001__01__07",1,"deterministic_to_2001","exact_census_2001_identity"
"jammu and kashmir","pulwama","pc2001__01__05",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jammu and kashmir","punch","pc2001__01__11",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jammu and kashmir","rajauri","pc2001__01__12",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jammu and kashmir","ramban",NA,0,"unresolved_no_deterministic_lineage",NA
"jammu and kashmir","reasi",NA,0,"unresolved_no_deterministic_lineage",NA
"jammu and kashmir","samba",NA,0,"unresolved_no_deterministic_lineage",NA
"jammu and kashmir","shopian",NA,0,"unresolved_no_deterministic_lineage",NA
"jammu and kashmir","srinagar","pc2001__01__03",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jammu and kashmir","udhampur","pc2001__01__10",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jharkhand","bargarh",NA,0,"unresolved_no_deterministic_lineage",NA
"jharkhand","bokaro","pc2001__20__13",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jharkhand","chatra","pc2001__20__03",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jharkhand","deoghar","pc2001__20__07",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jharkhand","dhanbad","pc2001__20__12",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jharkhand","dumka","pc2001__20__11",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jharkhand","garhwa","pc2001__20__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jharkhand","giridih","pc2001__20__06",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jharkhand","godda","pc2001__20__08",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jharkhand","gumla","pc2001__20__16",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jharkhand","hazaribag",NA,0,"unresolved_no_deterministic_lineage",NA
"jharkhand","jamtara",NA,0,"unresolved_no_deterministic_lineage",NA
"jharkhand","khunti","pc2001__20__14",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"jharkhand","kodarma","pc2001__20__05",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jharkhand","latehar","pc2001__20__02",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"jharkhand","lohardaga","pc2001__20__15",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jharkhand","pakaur","pc2001__20__10",1,"deterministic_to_2001","exact_census_2001_identity"
"jharkhand","palamu","pc2001__20__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jharkhand","pashchimi singhbhum","pc2001__20__17",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jharkhand","purbi singhbhum","pc2001__20__18",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jharkhand","ramgarh","pc2001__20__04",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"jharkhand","ranchi","pc2001__20__14",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jharkhand","sahibganj","pc2001__20__09",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jharkhand","saraikela kharsawan","pc2001__20__17",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"jharkhand","simdega","pc2001__20__16",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"karnataka","bagalkot","pc2001__29__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","bangalore","pc2001__29__20",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","bangalore north",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","bangalore rural","pc2001__29__21",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","bangalore south",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","bangalore u north",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","bangalore u south",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","belgaum","pc2001__29__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","belgaum chikkodi",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","bellary","pc2001__29__12",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","bidar","pc2001__29__05",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","bijapur","pc2001__29__03",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","bijapur karnataka",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","chamarajanagar","pc2001__29__27",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","chamarajanagara",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","chamrajnagar",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","chikballapur",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","chikkaballapura",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","chikkamangalore",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","chikkodi",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","chikmagalur","pc2001__29__17",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","chitradurga","pc2001__29__13",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","dakshina kannada","pc2001__29__24",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","davanagere","pc2001__29__14",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","davangere",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","dharwad","pc2001__29__09",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","gadag","pc2001__29__08",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","gulbarga","pc2001__29__04",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","hassan","pc2001__29__23",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","haveri","pc2001__29__11",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","kodagu","pc2001__29__25",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","kolar","pc2001__29__19",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","koppal","pc2001__29__07",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","madhugiri",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","mandya","pc2001__29__22",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","mysore","pc2001__29__26",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","north goa",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","raichur","pc2001__29__06",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","ramanagara",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","ramnagara",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","shimoga","pc2001__29__15",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","tumkur","pc2001__29__18",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","tumkur madhugiri",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","udupi","pc2001__29__16",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"karnataka","uttara kannada","pc2001__29__10",1,"deterministic_to_2001","exact_census_2001_identity"
"karnataka","uttara kannada sirsi",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","uttarkannada",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","yadagiri",NA,0,"unresolved_no_deterministic_lineage",NA
"karnataka","yadgiri",NA,0,"unresolved_no_deterministic_lineage",NA
"kerala","alappuzha","pc2001__32__11",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"kerala","ernakulam","pc2001__32__08",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"kerala","idukki","pc2001__32__09",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"kerala","kannur","pc2001__32__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"kerala","kasaragod","pc2001__32__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"kerala","kollam","pc2001__32__13",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"kerala","kottayam","pc2001__32__10",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"kerala","kozhikode","pc2001__32__04",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"kerala","malappuram","pc2001__32__05",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"kerala","palakkad","pc2001__32__06",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"kerala","pathanamthitta","pc2001__32__12",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"kerala","thiruvallur",NA,0,"unresolved_no_deterministic_lineage",NA
"kerala","thiruvananthapuram","pc2001__32__14",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"kerala","thrissur","pc2001__32__07",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"kerala","wayanad","pc2001__32__03",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"lakshadweep","kasaragod",NA,0,"unresolved_no_deterministic_lineage",NA
"lakshadweep","lakshadweep","pc2001__31__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","agar malwa",NA,0,"unresolved_no_deterministic_lineage",NA
"madhya pradesh","alirajpur","pc2001__23__24",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"madhya pradesh","anup pur",NA,0,"unresolved_no_deterministic_lineage",NA
"madhya pradesh","anuppur","pc2001__23__16",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"madhya pradesh","ashok nagar",NA,0,"unresolved_no_deterministic_lineage",NA
"madhya pradesh","ashoknagar",NA,0,"unresolved_no_deterministic_lineage",NA
"madhya pradesh","balaghat","pc2001__23__45",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","barwani","pc2001__23__28",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","betul","pc2001__23__35",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","bhind","pc2001__23__03",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","bhopal","pc2001__23__32",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","burhanpur","pc2001__23__29",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"madhya pradesh","chhatarpur","pc2001__23__09",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","chhindwara","pc2001__23__43",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","damoh","pc2001__23__12",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","datia","pc2001__23__05",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","dewas","pc2001__23__23",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","dhar","pc2001__23__25",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","dindori","pc2001__23__41",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","guna","pc2001__23__07",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","gwalior","pc2001__23__04",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","harda","pc2001__23__36",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","hoshangabad","pc2001__23__37",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","indore","pc2001__23__26",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","jabalpur","pc2001__23__39",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","jhabua","pc2001__23__24",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","kachchh",NA,0,"unresolved_no_deterministic_lineage",NA
"madhya pradesh","katni","pc2001__23__38",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","khandwa",NA,0,"unresolved_no_deterministic_lineage",NA
"madhya pradesh","khargone",NA,0,"unresolved_no_deterministic_lineage",NA
"madhya pradesh","mandla","pc2001__23__42",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","mandsaur","pc2001__23__19",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","morena","pc2001__23__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","narsimhapur","pc2001__23__40",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","narsinghpur",NA,0,"unresolved_no_deterministic_lineage",NA
"madhya pradesh","neemuch","pc2001__23__18",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","panna","pc2001__23__10",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","raisen","pc2001__23__34",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","rajgarh","pc2001__23__30",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","ratlam","pc2001__23__20",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","rewa","pc2001__23__14",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","sagar","pc2001__23__11",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","satna","pc2001__23__13",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","sehore","pc2001__23__33",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","seoni","pc2001__23__44",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","shahdol","pc2001__23__16",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","shajapur","pc2001__23__22",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","sheopur","pc2001__23__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","shivpuri","pc2001__23__06",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","sidhi","pc2001__23__17",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","singrauli",NA,0,"unresolved_no_deterministic_lineage",NA
"madhya pradesh","tikamgarh","pc2001__23__08",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","ujjain","pc2001__23__21",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","umaria","pc2001__23__15",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"madhya pradesh","vidisha","pc2001__23__31",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","adilabad",NA,0,"unresolved_no_deterministic_lineage",NA
"maharashtra","ahmadnagar","pc2001__27__26",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","akola","pc2001__27__05",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","amravati","pc2001__27__07",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","aurangabad maharashtra",NA,0,"unresolved_no_deterministic_lineage",NA
"maharashtra","bhandara","pc2001__27__10",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","bid","pc2001__27__27",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","buldana","pc2001__27__04",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","chandrapur","pc2001__27__13",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","dhule","pc2001__27__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","gadchiroli","pc2001__27__12",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","gondiya","pc2001__27__11",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","hingoli","pc2001__27__16",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","jalgaon","pc2001__27__03",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","jalna","pc2001__27__18",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","kolhapur","pc2001__27__34",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","latur","pc2001__27__28",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","mumbai","pc2001__27__23",1,"deterministic_to_2001","exact_census_2001_identity"
"maharashtra","mumbai ii",NA,0,"unresolved_no_deterministic_lineage",NA
"maharashtra","mumbai suburban","pc2001__27__22",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","nagpur","pc2001__27__09",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","nanded","pc2001__27__15",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","nandurbar","pc2001__27__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","nashik","pc2001__27__20",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","osmanabad","pc2001__27__29",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","palghar",NA,0,"unresolved_no_deterministic_lineage",NA
"maharashtra","parbhani","pc2001__27__17",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","pune","pc2001__27__25",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","raigarh maharashtra",NA,0,"unresolved_no_deterministic_lineage",NA
"maharashtra","ratnagiri","pc2001__27__32",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","sangli","pc2001__27__35",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","satara","pc2001__27__31",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","sindhudurg","pc2001__27__33",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","solapur","pc2001__27__30",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","thane","pc2001__27__21",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","wardha","pc2001__27__08",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","washim","pc2001__27__06",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"maharashtra","yavatmal","pc2001__27__14",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"manipur","bishnupur","pc2001__14__04",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"manipur","chandel","pc2001__14__09",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"manipur","churachandpur","pc2001__14__03",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"manipur","imphal east","pc2001__14__07",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"manipur","imphal west","pc2001__14__06",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"manipur","mamit",NA,0,"unresolved_no_deterministic_lineage",NA
"manipur","senapati","pc2001__14__01",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"manipur","tamenglong","pc2001__14__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"manipur","thoubal","pc2001__14__05",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"manipur","ukhrul","pc2001__14__08",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"meghalaya","east garo hills","pc2001__17__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"meghalaya","east jaintia hills",NA,0,"unresolved_no_deterministic_lineage",NA
"meghalaya","east khasi hills","pc2001__17__06",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"meghalaya","jaintia hills","pc2001__17__07",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"meghalaya","kokrajhar",NA,0,"unresolved_no_deterministic_lineage",NA
"meghalaya","north garo hills",NA,0,"unresolved_no_deterministic_lineage",NA
"meghalaya","ri bhoi","pc2001__17__05",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"meghalaya","south garo hills","pc2001__17__03",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"meghalaya","south west garo hills",NA,0,"unresolved_no_deterministic_lineage",NA
"meghalaya","south west khasi hills",NA,0,"unresolved_no_deterministic_lineage",NA
"meghalaya","west garo hills","pc2001__17__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"meghalaya","west khasi hills","pc2001__17__04",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"mizoram","aizawl","pc2001__15__03",1,"deterministic_to_2001","exact_census_2001_identity"
"mizoram","champhai","pc2001__15__04",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"mizoram","kolasib","pc2001__15__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"mizoram","lawngtlai","pc2001__15__07",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"mizoram","lunglei","pc2001__15__06",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"mizoram","mamit","pc2001__15__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"mizoram","saiha","pc2001__15__08",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"mizoram","serchhip","pc2001__15__05",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"mizoram","west tripura",NA,0,"unresolved_no_deterministic_lineage",NA
"nagaland","dimapur","pc2001__13__06",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"nagaland","kiphere",NA,0,"unresolved_no_deterministic_lineage",NA
"nagaland","kiphire",NA,0,"unresolved_no_deterministic_lineage",NA
"nagaland","kohima","pc2001__13__07",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"nagaland","longleng","pc2001__13__02",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"nagaland","mokokchung","pc2001__13__03",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"nagaland","mon","pc2001__13__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"nagaland","peren","pc2001__13__07",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"nagaland","phek","pc2001__13__08",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
