"academic_year","target_unit_2001","dise_report_school_quality_source_districts","dise_report_school_quality_status","dise_report_pupils_per_teacher","dise_report_single_teacher_school_share","dise_report_girls_toilet_school_share","girls_toilet_definition","source_pdf","source_page"
"2011-12","pc2001__33__20",1,"one_to_one_report_ratio",29,2.8,94.9,"all_schools","DistrictReportCards2011-12II.pdf",176
"2011-12","pc2001__33__21",1,"one_to_one_report_ratio",30,2.8,92.1,"all_schools","DistrictReportCards2011-12II.pdf",172
"2011-12","pc2001__33__22",1,"one_to_one_report_ratio",29,4.6,92.9,"all_schools","DistrictReportCards2011-12II.pdf",168
"2011-12","pc2001__33__23",1,"one_to_one_report_ratio",25,5.9,94.6,"all_schools","DistrictReportCards2011-12II.pdf",171
"2011-12","pc2001__33__24",1,"one_to_one_report_ratio",27,1.6,94,"all_schools","DistrictReportCards2011-12II.pdf",164
"2011-12","pc2001__33__25",1,"one_to_one_report_ratio",32,2.7,98.2,"all_schools","DistrictReportCards2011-12II.pdf",174
"2011-12","pc2001__33__26",1,"one_to_one_report_ratio",31,1.5,78.7,"all_schools","DistrictReportCards2011-12II.pdf",183
"2011-12","pc2001__33__27",1,"one_to_one_report_ratio",29,3.1,91.7,"all_schools","DistrictReportCards2011-12II.pdf",169
"2011-12","pc2001__33__28",1,"one_to_one_report_ratio",28,1.6,89.2,"all_schools","DistrictReportCards2011-12II.pdf",177
"2011-12","pc2001__33__29",1,"one_to_one_report_ratio",32,2.6,92.7,"all_schools","DistrictReportCards2011-12II.pdf",179
"2011-12","pc2001__33__30",1,"one_to_one_report_ratio",29,2.3,99,"all_schools","DistrictReportCards2011-12II.pdf",161
"2011-12","pc2001__34__01",1,"one_to_one_report_ratio",15,0,100,"all_schools","DistrictReportCards2011-12II.pdf",94
"2011-12","pc2001__34__02",1,"one_to_one_report_ratio",16,0,99.4,"all_schools","DistrictReportCards2011-12II.pdf",93
"2011-12","pc2001__34__03",1,"one_to_one_report_ratio",15,0,100,"all_schools","DistrictReportCards2011-12II.pdf",92
"2011-12","pc2001__34__04",1,"one_to_one_report_ratio",16,0,100,"all_schools","DistrictReportCards2011-12II.pdf",91
"2011-12","pc2001__35__01",1,"one_to_one_report_ratio",10,1,96.6,"all_schools","DistrictReportCards2011-12I.pdf",26
"2011-12","pc2001__35__02",1,"one_to_one_report_ratio",9,0,83.3,"all_schools","DistrictReportCards2011-12I.pdf",28
"2012-13","pc2001__01__01",1,"one_to_one_report_ratio",14,2.2,38.4,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",242
"2012-13","pc2001__01__02",1,"one_to_one_report_ratio",17,7.8,56.1,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",234
"2012-13","pc2001__01__03",2,"multiple_source_districts_not_aggregated",NA,NA,NA,NA,NA,NA
"2012-13","pc2001__01__04",1,"one_to_one_report_ratio",13,3.4,80.3,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",232
"2012-13","pc2001__01__05",1,"one_to_one_report_ratio",11,3.2,66.5,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",244
"2012-13","pc2001__01__06",2,"multiple_source_districts_not_aggregated",NA,NA,NA,NA,NA,NA
"2012-13","pc2001__01__07",1,"one_to_one_report_ratio",7,6.7,91.5,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",243
"2012-13","pc2001__01__08",1,"one_to_one_report_ratio",7,16.2,92.6,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",238
"2012-13","pc2001__01__09",2,"multiple_source_districts_not_aggregated",NA,NA,NA,NA,NA,NA
"2012-13","pc2001__01__10",1,"one_to_one_report_ratio",13,9.2,50.6,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",252
"2012-13","pc2001__01__11",1,"one_to_one_report_ratio",16,12.1,89.8,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",245
"2012-13","pc2001__01__12",1,"one_to_one_report_ratio",14,9.7,69.7,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",246
"2012-13","pc2001__01__13",1,"one_to_one_report_ratio",12,7.5,79.7,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",237
"2012-13","pc2001__01__14",1,"one_to_one_report_ratio",11,8.5,98.8,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",239
"2012-13","pc2001__02__01",1,"one_to_one_report_ratio",13,6.1,100,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",220
"2012-13","pc2001__02__02",1,"one_to_one_report_ratio",11,3.5,97.9,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",222
"2012-13","pc2001__02__03",1,"one_to_one_report_ratio",4,23.9,97.9,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",225
"2012-13","pc2001__02__04",1,"one_to_one_report_ratio",13,8.2,98.2,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",224
"2012-13","pc2001__02__05",1,"one_to_one_report_ratio",11,7.5,99.2,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",226
"2012-13","pc2001__02__07",1,"one_to_one_report_ratio",13,6.6,99.7,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",230
"2012-13","pc2001__02__09",1,"one_to_one_report_ratio",13,6.9,99.1,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",229
"2012-13","pc2001__02__10",1,"one_to_one_report_ratio",14,9.2,96.1,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",228
"2012-13","pc2001__02__11",1,"one_to_one_report_ratio",9,11.5,90.9,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",227
"2012-13","pc2001__02__12",1,"one_to_one_report_ratio",8,4.2,98.7,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",223
"2012-13","pc2001__03__01",2,"multiple_source_districts_not_aggregated",NA,NA,NA,NA,NA,NA
"2012-13","pc2001__03__02",1,"one_to_one_report_ratio",19,0.6,92.1,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",92
"2012-13","pc2001__03__03",1,"one_to_one_report_ratio",16,4.8,97.5,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",102
"2012-13","pc2001__03__04",1,"one_to_one_report_ratio",18,3.4,87.7,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",101
"2012-13","pc2001__03__05",1,"one_to_one_report_ratio",15,4.7,99.4,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",100
"2012-13","pc2001__03__06",1,"one_to_one_report_ratio",16,7.1,99.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",108
"2012-13","pc2001__03__07",1,"one_to_one_report_ratio",16,8.6,95.7,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",111
"2012-13","pc2001__03__08",1,"one_to_one_report_ratio",15,4.8,99.8,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",96
"2012-13","pc2001__03__09",1,"one_to_one_report_ratio",19,2.5,97.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",103
"2012-13","pc2001__03__10",1,"one_to_one_report_ratio",19,2.8,98.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",105
"2012-13","pc2001__03__11",1,"one_to_one_report_ratio",21,13.1,97.8,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",98
"2012-13","pc2001__03__12",1,"one_to_one_report_ratio",18,2.1,99.1,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",107
"2012-13","pc2001__03__13",1,"one_to_one_report_ratio",18,1.4,98.8,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",95
"2012-13","pc2001__03__14",1,"one_to_one_report_ratio",18,0.5,97.4,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",94
"2012-13","pc2001__03__15",1,"one_to_one_report_ratio",20,3.1,96.8,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",104
"2012-13","pc2001__03__16",1,"one_to_one_report_ratio",18,2.9,96.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",112
"2012-13","pc2001__03__17",1,"one_to_one_report_ratio",17,6.6,91.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",110
"2012-13","pc2001__04__01",1,"one_to_one_report_ratio",21,0,100,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",130
"2012-13","pc2001__05__01",1,"one_to_one_report_ratio",11,9.6,82,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",276
"2012-13","pc2001__05__02",1,"one_to_one_report_ratio",11,17.2,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",266
"2012-13","pc2001__05__03",1,"one_to_one_report_ratio",10,20.8,99.6,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",273
"2012-13","pc2001__05__04",1,"one_to_one_report_ratio",11,14.7,95.7,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",274
"2012-13","pc2001__05__05",1,"one_to_one_report_ratio",27,10.9,97.5,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",268
"2012-13","pc2001__05__06",1,"one_to_one_report_ratio",11,11.5,96.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",269
"2012-13","pc2001__05__07",1,"one_to_one_report_ratio",12,19.1,78,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",272
"2012-13","pc2001__05__08",1,"one_to_one_report_ratio",18,36.9,93.8,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",265
"2012-13","pc2001__05__09",1,"one_to_one_report_ratio",14,8.7,92.4,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",264
"2012-13","pc2001__05__10",1,"one_to_one_report_ratio",15,11.3,95.1,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",267
"2012-13","pc2001__05__11",1,"one_to_one_report_ratio",15,1.2,90.7,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",271
"2012-13","pc2001__05__12",1,"one_to_one_report_ratio",27,6.2,94.4,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",275
"2012-13","pc2001__05__13",1,"one_to_one_report_ratio",34,4.7,99.6,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",270
"2012-13","pc2001__06__01",1,"one_to_one_report_ratio",20,6.1,98,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",212
"2012-13","pc2001__06__02",1,"one_to_one_report_ratio",23,7,100,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",198
"2012-13","pc2001__06__03",1,"one_to_one_report_ratio",23,7.2,97.9,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",218
"2012-13","pc2001__06__04",1,"one_to_one_report_ratio",21,2.6,99.4,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",208
"2012-13","pc2001__06__05",1,"one_to_one_report_ratio",20,3,95.1,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",206
"2012-13","pc2001__06__06",1,"one_to_one_report_ratio",23,1.9,99.8,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",207
"2012-13","pc2001__06__07",1,"one_to_one_report_ratio",24,0.4,99.7,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",213
"2012-13","pc2001__06__08",1,"one_to_one_report_ratio",20,1.1,99.3,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",217
"2012-13","pc2001__06__09",1,"one_to_one_report_ratio",22,0.7,99.3,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",205
"2012-13","pc2001__06__10",1,"one_to_one_report_ratio",23,0.5,99.2,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",201
"2012-13","pc2001__06__11",1,"one_to_one_report_ratio",23,0.9,89.7,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",216
"2012-13","pc2001__06__12",1,"one_to_one_report_ratio",17,0.1,99.4,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",203
"2012-13","pc2001__06__13",1,"one_to_one_report_ratio",18,0.5,94.1,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",199
"2012-13","pc2001__06__14",1,"one_to_one_report_ratio",25,0.5,98.9,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",215
"2012-13","pc2001__06__15",1,"one_to_one_report_ratio",19,2.3,100,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",204
"2012-13","pc2001__06__16",1,"one_to_one_report_ratio",18,1.8,99.9,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",209
"2012-13","pc2001__06__17",1,"one_to_one_report_ratio",17,1.4,100,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",214
"2012-13","pc2001__06__18",1,"one_to_one_report_ratio",30,3.1,98.2,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",202
"2012-13","pc2001__06__19",1,"one_to_one_report_ratio",29,0.4,98.5,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",200
"2012-13","pc2001__07__05",1,"one_to_one_report_ratio",17,0,100,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",163
"2012-13","pc2001__08__01",1,"one_to_one_report_ratio",20,14.8,98.6,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",128
"2012-13","pc2001__08__02",1,"one_to_one_report_ratio",21,5.3,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",129
"2012-13","pc2001__08__03",1,"one_to_one_report_ratio",25,19,97,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",121
"2012-13","pc2001__08__04",1,"one_to_one_report_ratio",21,8.3,97.6,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",124
"2012-13","pc2001__08__05",1,"one_to_one_report_ratio",18,3,98.6,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",134
"2012-13","pc2001__08__06",1,"one_to_one_report_ratio",21,6.7,99.6,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",115
"2012-13","pc2001__08__07",1,"one_to_one_report_ratio",22,5.4,94.5,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",119
"2012-13","pc2001__08__08",1,"one_to_one_report_ratio",28,14.4,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",126
"2012-13","pc2001__08__09",1,"one_to_one_report_ratio",28,6.4,99.5,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",136
"2012-13","pc2001__08__10",1,"one_to_one_report_ratio",20,4.4,96.8,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",142
"2012-13","pc2001__08__11",1,"one_to_one_report_ratio",22,8.4,97.2,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",125
"2012-13","pc2001__08__12",1,"one_to_one_report_ratio",21,6.1,97.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",130
"2012-13","pc2001__08__13",1,"one_to_one_report_ratio",19,6.6,99,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",143
"2012-13","pc2001__08__14",1,"one_to_one_report_ratio",22,10.6,96.1,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",138
"2012-13","pc2001__08__15",1,"one_to_one_report_ratio",26,18,96,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",135
"2012-13","pc2001__08__16",1,"one_to_one_report_ratio",27,41.2,99.6,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",131
"2012-13","pc2001__08__17",1,"one_to_one_report_ratio",32,34.7,99.7,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",118
"2012-13","pc2001__08__18",1,"one_to_one_report_ratio",28,19.8,95.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",132
"2012-13","pc2001__08__19",1,"one_to_one_report_ratio",27,9.9,98.7,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",144
"2012-13","pc2001__08__20",1,"one_to_one_report_ratio",22,8.4,94.1,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",139
"2012-13","pc2001__08__21",1,"one_to_one_report_ratio",20,4.9,98.6,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",114
"2012-13","pc2001__08__22",1,"one_to_one_report_ratio",17,9.1,93.6,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",145
"2012-13","pc2001__08__23",1,"one_to_one_report_ratio",19,17.3,99.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",122
"2012-13","pc2001__08__24",1,"one_to_one_report_ratio",23,18,98,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",120
"2012-13","pc2001__08__25",1,"one_to_one_report_ratio",20,21,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",141
"2012-13","pc2001__08__26",1,"one_to_one_report_ratio",23,22.8,99.1,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",146
"2012-13","pc2001__08__27",1,"one_to_one_report_ratio",25,19,98.3,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",127
"2012-13","pc2001__08__28",1,"one_to_one_report_ratio",28,21.8,96.1,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",116
"2012-13","pc2001__08__29",1,"one_to_one_report_ratio",20,15.8,99.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",123
"2012-13","pc2001__08__30",1,"one_to_one_report_ratio",21,3,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",137
"2012-13","pc2001__08__31",1,"one_to_one_report_ratio",22,20.3,89.3,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",117
"2012-13","pc2001__08__32",1,"one_to_one_report_ratio",23,18.1,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",133
"2012-13","pc2001__09__01",1,"one_to_one_report_ratio",27,2.9,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",252
"2012-13","pc2001__09__02",1,"one_to_one_report_ratio",21,4.6,96.2,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",247
"2012-13","pc2001__09__03",1,"one_to_one_report_ratio",45,6.6,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",205
"2012-13","pc2001__09__04",1,"one_to_one_report_ratio",34,4.6,99.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",246
"2012-13","pc2001__09__05",1,"one_to_one_report_ratio",71,18.7,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",251
"2012-13","pc2001__09__06",1,"one_to_one_report_ratio",30,4.5,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",229
"2012-13","pc2001__09__07",1,"one_to_one_report_ratio",46,15.1,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",244
"2012-13","pc2001__09__08",1,"one_to_one_report_ratio",47,0.3,99.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",196
"2012-13","pc2001__09__09",1,"one_to_one_report_ratio",36,3.3,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",218
"2012-13","pc2001__09__10",1,"one_to_one_report_ratio",30,2.6,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",217
"2012-13","pc2001__09__11",1,"one_to_one_report_ratio",31,4.3,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",207
"2012-13","pc2001__09__12",1,"one_to_one_report_ratio",32,2.2,99.7,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",190
"2012-13","pc2001__09__13",1,"one_to_one_report_ratio",47,5.8,99.7,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",225
"2012-13","pc2001__09__14",1,"one_to_one_report_ratio",42,5.1,99.4,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",242
"2012-13","pc2001__09__15",1,"one_to_one_report_ratio",41,4.2,99.7,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",189
"2012-13","pc2001__09__16",1,"one_to_one_report_ratio",40,7,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",216
"2012-13","pc2001__09__17",1,"one_to_one_report_ratio",30,4.7,76.3,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",211
"2012-13","pc2001__09__18",1,"one_to_one_report_ratio",28,2.5,98.8,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",241
"2012-13","pc2001__09__19",1,"one_to_one_report_ratio",32,5.4,98.2,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",206
"2012-13","pc2001__09__20",1,"one_to_one_report_ratio",44,6.4,97,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",202
"2012-13","pc2001__09__21",1,"one_to_one_report_ratio",48,11.8,99.8,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",248
"2012-13","pc2001__09__22",1,"one_to_one_report_ratio",48,17,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",255
"2012-13","pc2001__09__23",1,"one_to_one_report_ratio",49,14.3,93,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",235
"2012-13","pc2001__09__24",1,"one_to_one_report_ratio",53,8.4,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",259
"2012-13","pc2001__09__25",1,"one_to_one_report_ratio",48,11.3,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",224
"2012-13","pc2001__09__26",1,"one_to_one_report_ratio",32,6.2,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",262
"2012-13","pc2001__09__27",1,"one_to_one_report_ratio",52,20.8,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",238
"2012-13","pc2001__09__28",1,"one_to_one_report_ratio",36,14.3,99.8,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",250
"2012-13","pc2001__09__29",1,"one_to_one_report_ratio",36,5.6,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",214
"2012-13","pc2001__09__30",1,"one_to_one_report_ratio",54,9.8,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",230
"2012-13","pc2001__09__31",1,"one_to_one_report_ratio",38,10.8,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",212
"2012-13","pc2001__09__32",1,"one_to_one_report_ratio",29,2,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",194
"2012-13","pc2001__09__33",1,"one_to_one_report_ratio",23,4.5,99.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",231
"2012-13","pc2001__09__34",1,"one_to_one_report_ratio",38,2.4,99.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",232
"2012-13","pc2001__09__35",1,"one_to_one_report_ratio",36,16.2,77.4,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",226
"2012-13","pc2001__09__36",1,"one_to_one_report_ratio",32,1.6,98.6,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",228
"2012-13","pc2001__09__37",1,"one_to_one_report_ratio",36,11.3,99.8,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",237
"2012-13","pc2001__09__39",1,"one_to_one_report_ratio",40,5.6,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",240
"2012-13","pc2001__09__40",1,"one_to_one_report_ratio",38,9.9,95.2,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",200
"2012-13","pc2001__09__41",1,"one_to_one_report_ratio",36,12,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",209
"2012-13","pc2001__09__42",1,"one_to_one_report_ratio",27,3.8,78.7,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",215
"2012-13","pc2001__09__43",1,"one_to_one_report_ratio",41,14.6,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",249
"2012-13","pc2001__09__44",1,"one_to_one_report_ratio",36,3.4,99.7,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",234
"2012-13","pc2001__09__45",1,"one_to_one_report_ratio",46,5,99.7,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",191
"2012-13","pc2001__09__46",1,"one_to_one_report_ratio",33,3.5,99.8,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",201
"2012-13","pc2001__09__47",1,"one_to_one_report_ratio",33,3.2,99.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",213
"2012-13","pc2001__09__48",1,"one_to_one_report_ratio",40,2.5,99.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",192
"2012-13","pc2001__09__49",1,"one_to_one_report_ratio",37,4.5,98.5,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",261
"2012-13","pc2001__09__50",1,"one_to_one_report_ratio",52,17.9,97.4,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",197
"2012-13","pc2001__09__51",1,"one_to_one_report_ratio",38,13.4,98.6,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",257
"2012-13","pc2001__09__52",1,"one_to_one_report_ratio",59,27,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",199
"2012-13","pc2001__09__53",1,"one_to_one_report_ratio",34,11.7,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",220
"2012-13","pc2001__09__54",1,"one_to_one_report_ratio",48,18.5,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",258
"2012-13","pc2001__09__55",1,"one_to_one_report_ratio",43,17.5,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",203
"2012-13","pc2001__09__56",1,"one_to_one_report_ratio",48,22.6,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",254
"2012-13","pc2001__09__57",1,"one_to_one_report_ratio",55,18.4,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",239
"2012-13","pc2001__09__58",1,"one_to_one_report_ratio",33,8.5,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",221
"2012-13","pc2001__09__59",1,"one_to_one_report_ratio",44,12.7,99.6,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",236
"2012-13","pc2001__09__60",1,"one_to_one_report_ratio",30,2.8,99.3,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",210
"2012-13","pc2001__09__61",1,"one_to_one_report_ratio",37,6.8,99.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",195
"2012-13","pc2001__09__62",1,"one_to_one_report_ratio",48,14,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",243
"2012-13","pc2001__09__63",1,"one_to_one_report_ratio",32,0.9,80.3,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",198
"2012-13","pc2001__09__64",1,"one_to_one_report_ratio",43,6.7,99.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",227
"2012-13","pc2001__09__65",1,"one_to_one_report_ratio",48,26.3,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",219
"2012-13","pc2001__09__66",1,"one_to_one_report_ratio",43,4.6,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",208
"2012-13","pc2001__09__67",1,"one_to_one_report_ratio",29,1.5,97.5,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",263
"2012-13","pc2001__09__69",1,"one_to_one_report_ratio",41,7.2,99.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",245
"2012-13","pc2001__09__70",1,"one_to_one_report_ratio",44,16.3,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",260
