"bin","instrument","treatment","n","specification_id","construct_id","analysis_scope","domain","margin","source_side","paper_role","label"
8,0.307610412519668,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__region_fe_plus_basic_scale_geography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
9,0.542968989148855,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_basic_scale_geography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
10,1.21240895133706,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_basic_scale_geography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
1,-1.12037497831489,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__region_fe_plus_social_composition","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
2,-0.572073571392849,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_social_composition","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
3,-0.334232752309902,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__region_fe_plus_social_composition","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
4,-0.193323825827406,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_social_composition","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
5,-0.0482153374020285,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_social_composition","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
6,0.0703775272935646,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__region_fe_plus_social_composition","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
7,0.171485111832862,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_social_composition","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
8,0.299253552673827,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__region_fe_plus_social_composition","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
9,0.551707469161577,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_social_composition","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
10,1.14348572632473,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_social_composition","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
1,-1.07848654594049,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__region_fe_plus_human_capital","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
2,-0.517839269755898,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_human_capital","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
3,-0.337420551104544,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__region_fe_plus_human_capital","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
4,-0.192968817533585,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_human_capital","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
5,-0.0851134259776027,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_human_capital","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
6,0.0600188844676132,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__region_fe_plus_human_capital","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
7,0.177178519312386,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_human_capital","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
8,0.32383186945313,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__region_fe_plus_human_capital","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
9,0.507510229394655,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_human_capital","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
10,1.11293450935715,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_human_capital","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
1,-1.08544001723942,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__region_fe_plus_demography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
2,-0.528539245760124,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_demography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
3,-0.326628589438514,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__region_fe_plus_demography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
4,-0.184663889750555,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_demography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
5,-0.070689504577579,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_demography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
6,0.0545042601680953,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__region_fe_plus_demography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
7,0.16787560887893,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_demography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
8,0.321042167773128,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__region_fe_plus_demography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
9,0.517600443086601,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_demography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
10,1.10445282042601,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_demography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
1,-1.06277905912735,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__region_fe_plus_economic_structure","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
2,-0.454064321501585,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_economic_structure","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
3,-0.2845479764542,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__region_fe_plus_economic_structure","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
4,-0.177505721063853,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_economic_structure","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
5,-0.0620618922472754,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_economic_structure","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
6,0.0390027036429614,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__region_fe_plus_economic_structure","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
7,0.155854846209848,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_economic_structure","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
8,0.304361183426489,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__region_fe_plus_economic_structure","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
9,0.48805423453059,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_economic_structure","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
10,1.02415767468696,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__region_fe_plus_economic_structure","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
1,-0.999283424652817,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__state_fe_plus_basic_scale_geography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
2,-0.355532662537471,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_basic_scale_geography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
3,-0.196450875659369,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__state_fe_plus_basic_scale_geography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
4,-0.0993184422454432,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_basic_scale_geography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
5,-0.0324912017028267,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_basic_scale_geography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
6,0.0291422286952281,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__state_fe_plus_basic_scale_geography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
7,0.0886261429186913,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_basic_scale_geography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
8,0.181540701321966,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__state_fe_plus_basic_scale_geography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
9,0.359934105350113,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_basic_scale_geography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
10,0.994861329385604,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_basic_scale_geography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
1,-0.985190072427731,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__state_fe_plus_social_composition","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
2,-0.353429308111057,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_social_composition","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
3,-0.188284990965009,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__state_fe_plus_social_composition","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
4,-0.108778745804606,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_social_composition","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
5,-0.0434028189403232,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_social_composition","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
6,0.0266083001252345,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__state_fe_plus_social_composition","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
7,0.112639898170922,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_social_composition","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
8,0.214271864108451,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__state_fe_plus_social_composition","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
9,0.369725036840876,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_social_composition","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
10,0.928411575263271,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_social_composition","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
1,-0.95538837259748,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__state_fe_plus_human_capital","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
2,-0.381641870103267,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_human_capital","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
3,-0.203581056753671,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__state_fe_plus_human_capital","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
4,-0.101358703017488,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_human_capital","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
5,-0.0211928425131946,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_human_capital","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
6,0.039780645748489,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__state_fe_plus_human_capital","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
7,0.110325923141124,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_human_capital","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
8,0.206508638140801,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__state_fe_plus_human_capital","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
9,0.363822702967449,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_human_capital","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
10,0.915881401297184,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_human_capital","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
1,-0.956132956001672,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__state_fe_plus_demography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
2,-0.378262329658307,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_demography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
3,-0.190975215649579,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__state_fe_plus_demography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
4,-0.0970868667104861,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_demography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
5,-0.0359703743954846,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_demography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
6,0.0403580665638648,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__state_fe_plus_demography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
7,0.107588077348056,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_demography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
8,0.201700045817296,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__state_fe_plus_demography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
9,0.370378120800833,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_demography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
10,0.911784312495181,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_demography","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
1,-0.911316470044769,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__state_fe_plus_economic_structure","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
2,-0.388504225318854,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_economic_structure","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
3,-0.219210151711503,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__state_fe_plus_economic_structure","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
4,-0.105574650404057,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_economic_structure","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
5,-0.0136995377134678,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_economic_structure","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
6,0.0498864120928471,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__state_fe_plus_economic_structure","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
7,0.118854696915187,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_economic_structure","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
8,0.202977055099141,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"absorption__state_fe_plus_economic_structure","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
9,0.349503485469953,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_economic_structure","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
10,0.891269763422456,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"absorption__state_fe_plus_economic_structure","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
1,-2.09193704219241,"dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled",29,"unadjusted__nonzero_mean","emi_age6_13_gross_0508_pooled","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
