"target_unit_2001","academic_year","dise_source_district_count","dise_source_districts","dise_english_enrollment","dise_hindi_enrollment","dise_grade_enrollment","dise_direct_enrollment","dise_management_enrollment","dise_government_enrollment","dise_private_enrollment","dise_government_schools","dise_private_schools","dise_total_schools","dise_total_teachers","dise_single_teacher_schools","dise_girls_toilet_schools","dise_total_enrollment","dise_total_enrollment_source","dise_direct_to_grade_enrollment_ratio","dise_management_to_grade_enrollment_ratio","dise_english_identity_resolved","dise_hindi_identity_resolved","dise_english_count_valid","dise_hindi_count_valid","dise_emi_enrollment_share_total","dise_hindi_enrollment_share_total","dise_english_share_english_hindi","dise_private_enrollment_share","dise_private_school_share","dise_single_teacher_school_share","dise_girls_toilet_school_share","dise_pupils_per_teacher","census_age_6_13_population","census_age_6_13_population_2001","census_age_6_13_population_2011","census_age_6_13_annual_log_growth_2001_2011","census_age_6_13_population_method","dise_emi_gross_enrollment_ratio_age_6_13","dise_elementary_gross_enrollment_ratio_age_6_13"
"pc2001__10__03","2007-08",1,"SHEOHAR",271,107139,126429,NA,126429,123392,3037,409,11,420,2156,13,53,126429,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.214349555877212,84.7424246019505,0.252304254724886,2.40213874981215,2.61904761904762,3.0952380952381,12.6190476190476,58.6405380333952,138688.040788031,117835,151406,0.0250679629496928,"log_linear_interpolation_2001_2011",0.195402572896817,91.1607080766484
"pc2001__10__04","2007-08",1,"SITAMARHI",111,572465,612025,NA,612025,603625,8400,1950,33,1983,9211,149,548,612025,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0181365140312896,93.5362117560557,0.0193860727658861,1.37249295371921,1.66414523449319,7.51386787695411,27.6348966212809,66.4450113994137,724629.825016934,613790,792387,0.0255397058733045,"log_linear_interpolation_2001_2011",0.0153181660715395,84.4603656750807
"pc2001__10__05","2007-08",1,"MADHUBANI",1033,737692,830458,NA,830458,781078,49380,2862,185,3047,16332,245,361,830458,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.124389192469697,88.8295374359691,0.139835527429016,5.94611648030364,6.07154578273712,8.04069576632754,11.8477190679357,50.8485182463875,947844.524322825,818337,1025873,0.0226025004190513,"log_linear_interpolation_2001_2011",0.108984118543916,87.615424121726
"pc2001__10__06","2007-08",1,"SUPAUL",1449,349779,381343,NA,381343,366115,15228,1630,60,1690,8198,87,172,381343,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.379972885302733,91.7229370933779,0.412552529980525,3.9932554157281,3.55029585798817,5.14792899408284,10.1775147928994,46.5165894120517,485213.48979986,409324,531749,0.0261664555019505,"log_linear_interpolation_2001_2011",0.2986314334743,78.5928272846033
"pc2001__10__07","2007-08",1,"ARARIA",0,411684,502011,NA,502011,476774,25237,1574,82,1656,8294,73,109,502011,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,82.0069679748053,0,5.02718067930782,4.95169082125604,4.40821256038647,6.58212560386473,60.5270074752833,NA,520615,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__10__08","2007-08",1,"KISHANGANJ",364,182739,322398,NA,322398,259896,62502,1079,240,1319,6696,161,274,322398,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.112903926203016,56.6811828857499,0.198795213622934,19.3865966910465,18.1956027293404,12.2062168309325,20.773313115997,48.1478494623656,366893.813010811,309024,402422,0.0264082345474755,"log_linear_interpolation_2001_2011",0.0992112668820813,87.872291264421
"pc2001__10__09","2007-08",1,"PURNIA",0,471505,562721,NA,562721,557778,4943,1687,14,1701,8520,66,198,562721,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,83.790190876118,0,0.878410437854638,0.823045267489712,3.88007054673721,11.6402116402116,66.0470657276995,707351.035692451,613469,763721,0.0219072806097864,"log_linear_interpolation_2001_2011",0,79.5532870675919
"pc2001__10__10","2007-08",1,"KATIHAR",2551,467895,565101,NA,565101,537220,27881,1853,78,1931,10534,38,245,565101,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.451423727793793,82.7984731932876,0.542251395484285,4.93380829267688,4.03935784567582,1.96789228379078,12.6877265665458,53.6454338333017,NA,578269,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__10__11","2007-08",1,"MADHEPURA",182,323550,337811,NA,337811,337658,153,1453,2,1455,7575,44,485,337811,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0538762799316778,95.7784086367821,0.056219341924802,0.0452915979645423,0.13745704467354,3.02405498281787,33.3333333333333,44.5955115511551,433266.148035408,360183,478582,0.0284215329446199,"log_linear_interpolation_2001_2011",0.0420065128155653,77.9684730809832
"pc2001__10__12","2007-08",1,"SAHARSA",80,327217,342869,NA,342869,342735,134,1238,1,1239,7865,71,172,342869,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0233325264167948,95.4349912065541,0.0244426316159329,0.0390819817481312,0.0807102502017756,5.73042776432607,13.8821630347054,43.5942784488239,413715.221328988,356255,448404,0.0230047845192729,"log_linear_interpolation_2001_2011",0.0193369728440288,82.8756067757413
"pc2001__10__13","2007-08",1,"DARBHANGA",NA,527074,588625,NA,588625,561413,27212,2314,113,2427,12121,308,500,588625,"grade_i_viii_sum",NA,1,FALSE,TRUE,FALSE,TRUE,NA,89.5432575918454,NA,4.62297727755362,4.65595385249279,12.6905644829007,20.6015657189946,48.562412342216,NA,772074,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__10__14","2007-08",1,"MUZAFFARPUR",0,301362,835608,NA,835608,812667,22941,3116,76,3192,16004,75,882,835608,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,36.0649969842318,0,2.7454260849585,2.38095238095238,2.34962406015038,27.6315789473684,52.2124468882779,965932.155422463,841049,1040691,0.021299027233392,"log_linear_interpolation_2001_2011",0,86.5079390213007
"pc2001__10__15","2007-08",1,"GOPALGANJ",0,439338,464357,NA,464357,461660,2697,1590,9,1599,8964,29,350,464357,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,94.6121195545668,0,0.580803132072953,0.562851782363977,1.81363352095059,21.8886804252658,51.8024319500223,566629.121961788,524119,590930,0.0119978809300167,"log_linear_interpolation_2001_2011",0,81.9507826199083
"pc2001__10__16","2007-08",1,"SIWAN",0,531338,568143,NA,568143,566435,1708,2113,5,2118,11930,55,224,568143,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,93.521877414665,0,0.30062853894178,0.236071765816808,2.59678942398489,10.576015108593,47.623051131601,713291.060626716,656027,746169,0.0128750169468372,"log_linear_interpolation_2001_2011",0,79.6509351316999
"pc2001__10__17","2007-08",1,"SARAN",NA,585072,652701,NA,652701,651954,747,2432,4,2436,13203,222,214,652701,"grade_i_viii_sum",NA,1,FALSE,TRUE,FALSE,TRUE,NA,89.6385940882579,NA,0.114447503527649,0.164203612479475,9.11330049261084,8.78489326765189,49.435810043172,850864.178812498,785213,888460,0.0123534608328529,"log_linear_interpolation_2001_2011",NA,76.7103629760201
"pc2001__10__18","2007-08",1,"VAISHALI",4471,505886,633380,NA,633380,633258,122,2025,1,2026,12106,95,380,633380,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.705895355079099,79.8708516214595,0.87605342926618,0.0192617386087341,0.0493583415597236,4.68904244817374,18.756169792695,52.3195109862878,NA,635166,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__10__19","2007-08",1,"SAMASTIPUR",0,794858,825230,NA,825230,825230,0,2482,0,2482,13097,73,1259,825230,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,96.3195715133963,0,0,0,2.94117647058824,50.7252215954875,63.0090860502405,908305.210184995,787972,980542,0.0218642923775471,"log_linear_interpolation_2001_2011",0,90.8538221235046
"pc2001__10__20","2007-08",1,"BEGUSARAI",0,511678,557178,NA,557178,557105,73,1544,2,1546,10402,71,368,557178,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,91.8338484290478,0,0.013101737685264,0.129366106080207,4.59249676584735,23.8033635187581,53.5645068256105,639729.678017206,554779,690740,0.0219193650434717,"log_linear_interpolation_2001_2011",0,87.0958498794258
"pc2001__10__21","2007-08",1,"KHAGARIA",0,256530,284577,NA,284577,284577,0,1012,0,1012,5445,20,104,284577,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,90.144319463625,0,0,0,1.97628458498024,10.2766798418972,52.26391184573,362510.29280789,303618,398821,0.0272742362373694,"log_linear_interpolation_2001_2011",0,78.5017710244188
"pc2001__10__22","2007-08",1,"BHAGALPUR",0,282205,454134,NA,454134,453879,255,1831,2,1833,8505,81,308,454134,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,62.1413503503371,0,0.0561508277292605,0.10911074740862,4.4189852700491,16.8030551009274,53.3961199294533,NA,566973,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__10__23","2007-08",1,"BANKA",2088,184518,337295,NA,337295,327747,9548,1824,54,1878,5449,213,246,337295,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.619042677774648,54.7052283609303,1.11893508247323,2.83075645947909,2.87539936102236,11.3418530351438,13.0990415335463,61.9003486878326,420609.788435205,370148,450574,0.0196619399830469,"log_linear_interpolation_2001_2011",0.496422113181909,80.1919045333773
"pc2001__10__24","2007-08",1,"MUNGER",NA,208588,224364,NA,224364,220442,3922,992,13,1005,4045,103,124,224364,"grade_i_viii_sum",NA,1,FALSE,TRUE,FALSE,TRUE,NA,92.9685689326273,NA,1.74805227220053,1.29353233830846,10.2487562189055,12.3383084577114,55.4669962917182,276220.914523809,258123,286486,0.0104253453840024,"log_linear_interpolation_2001_2011",NA,81.2262896119913
"pc2001__10__25","2007-08",1,"LAKHISARAI",0,151983,163689,NA,163689,163689,0,675,0,675,4104,25,87,163689,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,92.8486336894966,0,0,0,3.7037037037037,12.8888888888889,39.8852339181287,213756.084019337,188605,228661,0.0192585676426985,"log_linear_interpolation_2001_2011",0,76.5774694792744
"pc2001__10__26","2007-08",1,"SHEIKHPURA",0,93487,96910,NA,96910,96910,0,448,0,448,1778,33,78,96910,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,96.4678567743267,0,0,0,7.36607142857143,17.4107142857143,54.5050618672666,138474.047377557,122834,147705,0.0184383191012909,"log_linear_interpolation_2001_2011",0,69.9842330279909
"pc2001__10__27","2007-08",1,"NALANDA",0,361571,430642,NA,430642,428490,2152,2143,4,2147,7323,280,524,430642,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,83.9609234584643,0,0.499719024154634,0.186306474149977,13.0414531904984,24.406148113647,58.8067731803906,604118.520615301,539644,641970,0.0173631910734048,"log_linear_interpolation_2001_2011",0,71.2843565135839
"pc2001__10__28","2007-08",1,"PATNA",0,664369,683725,NA,683725,680712,3013,3332,9,3341,12518,298,791,683725,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,97.169037259132,0,0.440674247687301,0.269380425022448,8.91948518407662,23.6755462436396,54.6193481386803,1126291.61098914,1024222,1185403,0.0146149501164423,"log_linear_interpolation_2001_2011",0,60.7058592400892
"pc2001__10__29","2007-08",1,"BHOJPUR",562,467545,557905,NA,557905,554230,3675,1917,11,1928,8601,100,562,557905,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.100733995931207,83.8036941773241,0.120058020922567,0.658714297236985,0.570539419087137,5.18672199170125,29.149377593361,64.8651319613998,NA,514419,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__10__30","2007-08",1,"BUXAR",0,312146,324249,NA,324249,315231,9018,1169,86,1255,6179,147,618,324249,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,96.2673747644557,0,2.78119593275538,6.85258964143426,11.7131474103586,49.2430278884462,52.475966984949,353579.187254327,323267,371062,0.0137890557405041,"log_linear_interpolation_2001_2011",0,91.7047755321554
"pc2001__10__31","2007-08",1,"KAIMUR (BHABUA)",NA,303055,317663,NA,317663,317663,0,1178,0,1178,6339,82,319,317663,"grade_i_viii_sum",NA,1,FALSE,TRUE,FALSE,TRUE,NA,95.4014159659765,NA,0,0,6.96095076400679,27.0797962648557,50.1124783088815,338875.9313389,290495,368184,0.0236996448770698,"log_linear_interpolation_2001_2011",NA,93.7402071445182
"pc2001__10__32","2007-08",1,"ROHTAS",0,464759,493333,NA,493333,491146,2187,2045,9,2054,9655,65,861,493333,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,94.2079690594386,0,0.443311110345345,0.438169425511198,3.16455696202532,41.9182083739046,51.0961160020715,616580.267281191,555290,652339,0.0161073865654094,"log_linear_interpolation_2001_2011",0,80.0111560779184
"pc2001__10__33","2007-08",1,"JEHANABAD",0,312580,325078,NA,325078,324610,468,1337,3,1340,7015,54,240,325078,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,96.1553842462424,0,0.14396544829241,0.223880597014925,4.02985074626866,17.910447761194,46.3404133998574,NA,341729,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__10__35","2007-08",1,"GAYA",0,676610,716250,NA,716250,715854,396,3002,2,3004,12360,195,1172,716250,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,94.4656195462478,0,0.0552879581151832,0.066577896138482,6.491344873502,39.0146471371505,57.9490291262136,918455.740835442,816282,978672,0.0181436667145187,"log_linear_interpolation_2001_2011",0,77.9841606029364
"pc2001__10__36","2007-08",1,"NAWADA",0,340882,354586,NA,354586,354308,278,1614,1,1615,6127,145,142,354586,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,96.135211204052,0,0.0784012905190842,0.0619195046439628,8.97832817337461,8.79256965944272,57.8726946303248,485794.537094375,432844,516941,0.0177551362122793,"log_linear_interpolation_2001_2011",0,72.990940186533
"pc2001__10__37","2007-08",1,"JAMUI",0,273477,300724,NA,300724,300724,0,1339,0,1339,5298,184,180,300724,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,90.9395325946715,0,0,0,13.7415982076176,13.4428678117999,56.7617969044923,367738.714959443,328649,390679,0.0172895938982088,"log_linear_interpolation_2001_2011",0,81.7765407248911
"pc2001__12__01","2007-08",1,"TAWANG",6835,NA,6844,NA,6844,5999,845,181,11,192,592,95,12,6844,"grade_i_viii_sum",NA,1,TRUE,FALSE,TRUE,FALSE,99.8684979544126,NA,NA,12.3465809468147,5.72916666666667,49.4791666666667,6.25,11.5608108108108,7699.00177220401,7386,7873,0.00638528677719588,"log_linear_interpolation_2001_2011",88.7777429104725,88.8946411820445
"pc2001__12__02","2007-08",1,"WEST KAMENG",14199,21,14302,NA,14302,11608,2694,152,20,172,935,20,52,14302,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,99.2798210040554,0.146832610823661,99.8523206751055,18.8365263599497,11.6279069767442,11.6279069767442,30.2325581395349,15.296256684492,NA,15165,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__12__03","2007-08",1,"EAST KAMENG",15116,10,15158,NA,15158,13226,1932,270,14,284,747,196,33,15158,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,99.7229185908431,0.0659717640849716,99.9338886685178,12.7457448212165,4.92957746478873,69.0140845070423,11.6197183098592,20.2918340026774,NA,13345,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__12__04","2007-08",1,"PAPUM PARE",50058,0,50656,NA,50656,44833,5823,557,27,584,2029,378,46,50656,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,98.8194883133291,0,100,11.4951831964624,4.62328767123288,64.7260273972603,7.87671232876712,24.9659931000493,NA,27714,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__12__05","2007-08",2,"KURUNG KUMEY;LOWER SUBANSIRI",37537,0,38151,NA,38151,33863,4288,780,30,810,2030,557,40,38151,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,98.3906057508322,0,100,11.2395481114519,3.7037037037037,68.7654320987654,4.93827160493827,18.7935960591133,NA,23300,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__12__06","2007-08",1,"UPPER SUBANSIRI",22389,0,23082,NA,23082,20906,2176,418,10,428,930,328,19,23082,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,96.9976605146868,0,100,9.42725933627935,2.33644859813084,76.6355140186916,4.4392523364486,24.8193548387097,NA,13058,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__12__07","2007-08",1,"WEST SIANG",30588,0,30628,NA,30628,26930,3698,390,25,415,1633,183,79,30628,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,99.8694005485177,0,100,12.073919289539,6.02409638554217,44.0963855421687,19.0361445783133,18.7556644213105,NA,24716,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__12__08","2007-08",1,"EAST SIANG",26335,0,26335,NA,26335,24189,2146,249,15,264,1542,90,56,26335,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,100,0,100,8.14885133852288,5.68181818181818,34.0909090909091,21.2121212121212,17.0784695201038,NA,19258,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__12__09","2007-08",1,"UPPER SIANG",13555,0,13676,NA,13676,12982,694,150,3,153,629,70,24,13676,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,99.1152383737935,0,100,5.07458321146534,1.96078431372549,45.7516339869281,15.6862745098039,21.7424483306836,6832.18778270711,6779,6861,0.00120236052599253,"log_linear_interpolation_2001_2011",198.399113594462,200.170142199768
"pc2001__12__10","2007-08",2,"DIBANG VALLEY;LOWER DIBANG VALLEY",13453,77,13565,NA,13565,11409,2156,209,11,220,852,122,37,13565,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,99.1743457427202,0.567637301879838,99.4308943089431,15.8938444526355,5,55.4545454545455,16.8181818181818,15.9213615023474,12470.2915380393,12937,12226,-0.00565265913292312,"log_linear_interpolation_2001_2011",107.880396853298,108.778531429048
"pc2001__12__11","2007-08",1,"LOHIT",26682,0,27001,NA,27001,24854,2147,309,18,327,1400,134,54,27001,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,98.8185622754713,0,100,7.95155734972779,5.5045871559633,40.9785932721713,16.5137614678899,19.2864285714286,NA,31786,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__12__12","2007-08",1,"CHANGLANG",22943,0,22984,NA,22984,20704,2280,345,11,356,1091,169,54,22984,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,99.8216150365472,0,100,9.91994430908458,3.08988764044944,47.4719101123596,15.1685393258427,21.0669110907424,28958.3275610562,27208,29947,0.00959181048946124,"log_linear_interpolation_2001_2011",79.2276416917607,79.3692244537954
"pc2001__12__13","2007-08",1,"TIRAP",22602,0,23108,NA,23108,19712,3396,220,20,240,946,71,30,23108,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,97.8102821533668,0,100,14.6962091050718,8.33333333333333,29.5833333333333,12.5,24.4270613107822,23634.2572319848,22494,24272,0.00760748156243464,"log_linear_interpolation_2001_2011",95.6323686340021,97.773328660938
"pc2001__13__01","2007-08",1,"MON",42749,167,45921,NA,45921,19629,26292,207,67,274,1777,4,57,45921,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,93.0924849197535,0.36366803858801,99.6108677416348,57.254850721892,24.4525547445255,1.45985401459854,20.8029197080292,25.8418683173889,55102.4777607341,57863,53671,-0.00752053290970154,"log_linear_interpolation_2001_2011",77.5809033227592,83.3374502674782
"pc2001__13__02","2007-08",1,"TUENSANG",66725,0,68222,NA,68222,45782,22440,368,94,462,3432,11,110,68222,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,97.8056931781537,0,100,32.8926152853918,20.3463203463203,2.38095238095238,23.8095238095238,19.8782051282051,NA,96387,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__13__03","2007-08",1,"MOKOKCHUNG",40500,0,40500,NA,40500,16577,23923,235,62,297,2807,0,130,40500,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,100,0,100,59.0691358024691,20.8754208754209,0,43.7710437710438,14.4282151763449,36027.7582616532,43470,32563,-0.0288894370518631,"log_linear_interpolation_2001_2011",112.413322266312,112.413322266312
"pc2001__13__04","2007-08",1,"ZUNHEBOTO",31922,0,32287,NA,32287,17076,15211,203,58,261,2051,9,145,32287,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,98.8695140459008,0,100,47.111840678911,22.2222222222222,3.44827586206897,55.5555555555556,15.7420770355924,31136.9261010846,35786,28889,-0.0214095855643912,"log_linear_interpolation_2001_2011",102.52135967554,103.693601273233
"pc2001__13__05","2007-08",1,"WOKHA",24040,552,24871,NA,24871,12187,12684,137,50,187,1194,5,81,24871,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,96.6587591974589,2.21945237425114,97.7553675992193,50.9991556431185,26.7379679144385,2.67379679144385,43.3155080213904,20.8299832495812,32419.1559259006,36574,30381,-0.0185520192434184,"log_linear_interpolation_2001_2011",74.1536888096268,76.7169881191442
"pc2001__13__06","2007-08",1,"DIMAPUR",80715,0,83438,NA,83438,23174,60264,242,154,396,4013,1,220,83438,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,96.7364989573096,0,100,72.2260840384477,38.8888888888889,0.252525252525253,55.5555555555556,20.7919262397209,NA,65397,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__13__07","2007-08",1,"KOHIMA",56120,22,56531,NA,56531,18380,38151,285,122,407,3536,26,134,56531,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,99.2729652756894,0.0389167005713679,99.960813651099,67.4868656135572,29.97542997543,6.38820638820639,32.9238329238329,15.9872737556561,NA,65935,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__13__08","2007-08",1,"PHEK",34494,0,35267,NA,35267,16883,18384,178,61,239,1557,4,57,35267,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,97.8081492613491,0,100,52.128051719738,25.5230125523013,1.67364016736402,23.8493723849372,22.65061014772,NA,34532,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__14__01","2007-08",1,"SENAPATI",58183,2146,66361,NA,66361,34435,31926,406,173,579,3099,69,65,66361,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,87.6764967375416,3.23382709724085,96.4428384359098,48.1095824354666,29.8791018998273,11.9170984455959,11.2262521588946,21.4136818328493,NA,31650,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__14__02","2007-08",1,"TAMENGLONG",1270,447,31089,NA,31089,24091,6998,225,48,273,1319,49,20,31089,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,4.08504615780501,1.43780758467625,73.9662201514269,22.509569301039,17.5824175824176,17.948717948718,7.32600732600733,23.5701288855193,NA,22144,NA,NA,"unavailable_without_two_district_anchors",NA,NA
