"target_unit_2001","academic_year","dise_source_district_count","dise_source_districts","dise_english_enrollment","dise_hindi_enrollment","dise_grade_enrollment","dise_direct_enrollment","dise_management_enrollment","dise_government_enrollment","dise_private_enrollment","dise_government_schools","dise_private_schools","dise_total_schools","dise_total_teachers","dise_single_teacher_schools","dise_girls_toilet_schools","dise_total_enrollment","dise_total_enrollment_source","dise_direct_to_grade_enrollment_ratio","dise_management_to_grade_enrollment_ratio","dise_english_identity_resolved","dise_hindi_identity_resolved","dise_english_count_valid","dise_hindi_count_valid","dise_emi_enrollment_share_total","dise_hindi_enrollment_share_total","dise_english_share_english_hindi","dise_private_enrollment_share","dise_private_school_share","dise_single_teacher_school_share","dise_girls_toilet_school_share","dise_pupils_per_teacher","census_age_6_13_population","census_age_6_13_population_2001","census_age_6_13_population_2011","census_age_6_13_annual_log_growth_2001_2011","census_age_6_13_population_method","dise_emi_gross_enrollment_ratio_age_6_13","dise_elementary_gross_enrollment_ratio_age_6_13"
"pc2001__09__05","2007-08",1,"RAMPUR",0,411711,424967,NA,424967,324331,100636,1715,499,2214,6024,61,1973,424967,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,96.8806989719202,0,23.6808975755765,22.5383920505872,2.75519421860885,89.1147244805781,70.5456507304117,500275.838242122,478715,512285,0.00677756800247857,"log_linear_interpolation_2001_2011",0,84.9465369931229
"pc2001__09__06","2007-08",1,"JYOTIBA PHULE NAGAR",NA,405239,416276,NA,416276,197568,218708,1395,949,2344,7763,93,2238,416276,"grade_i_viii_sum",NA,1,FALSE,TRUE,FALSE,TRUE,NA,97.3486340793128,NA,52.5391807358579,40.4863481228669,3.96757679180887,95.4778156996587,53.6230838593327,NA,358628,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__07","2007-08",1,"MEERUT",0,352865,380276,NA,380276,208495,171781,1611,1115,2726,11574,38,2628,380276,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,92.7918143664076,0,45.172716658427,40.9024211298606,1.39398385913426,96.4049889948643,32.8560566787627,NA,661898,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__08","2007-08",1,"BAGHPAT",685,178794,181918,NA,181918,131901,50017,706,219,925,2960,0,850,181918,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.37654327774052,98.282742774217,0.381660249945676,27.4942556536461,23.6756756756757,0,91.8918918918919,61.4587837837838,249454.207269766,255811,246097,-0.00387131234096398,"log_linear_interpolation_2001_2011",0.274599497638147,72.9264108194693
"pc2001__09__09","2007-08",1,"GHAZIABAD",0,371835,394939,NA,394939,202327,192612,1283,694,1977,8862,66,1728,394939,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,94.1499826555493,0,48.7700632249537,35.1036924633283,3.33839150227618,87.4051593323217,44.5654479801399,NA,721260,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__10","2007-08",1,"GAUTAM BUDDHA NAGAR",1380,190461,197255,NA,197255,115536,81719,759,314,1073,4617,113,965,197255,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.699602037971154,96.5557273579884,0.719345708164574,41.4281006818585,29.2637465051258,10.5312208760485,89.9347623485555,42.7236300628114,278518.105245945,260864,288514,0.0100744412913699,"log_linear_interpolation_2001_2011",0.495479458608766,70.8230439187479
"pc2001__09__11","2007-08",1,"BULANDSHAHR",0,504730,526577,NA,526577,333226,193351,2216,923,3139,12997,102,2960,526577,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,95.8511290846353,0,36.718466625014,29.404268875438,3.2494424976107,94.2975469894871,40.5152727552512,675204.261550573,659367,683889,0.00365153398624505,"log_linear_interpolation_2001_2011",0,77.987807540009
"pc2001__09__12","2007-08",1,"ALIGARH",NA,433086,435524,NA,435524,324105,111419,2137,713,2850,11842,41,2804,435524,"grade_i_viii_sum",NA,1,FALSE,TRUE,FALSE,TRUE,NA,99.4402145461559,NA,25.5827463010075,25.0175438596491,1.43859649122807,98.3859649122807,36.7779091369701,720736.514304097,691270,737120,0.0064220215677392,"log_linear_interpolation_2001_2011",NA,60.4276308132546
"pc2001__09__13","2007-08",1,"HATHRAS",0,345479,362802,NA,362802,211047,151755,1284,613,1897,6190,2,1790,362802,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,95.2252192656049,0,41.828600724362,32.31418028466,0.105429625724829,94.3595150237217,58.61098546042,NA,306910,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__14","2007-08",1,"MATHURA",0,357331,360105,NA,360105,226295,133810,1641,575,2216,8543,105,1808,360105,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.2296691242832,0,37.1586065175435,25.9476534296029,4.73826714801444,81.5884476534296,42.152054313473,495880.217238676,478980,505226,0.00533470110327371,"log_linear_interpolation_2001_2011",0,72.6193519082603
"pc2001__09__15","2007-08",1,"AGRA",0,495487,496747,NA,496747,347103,149644,2373,643,3016,11264,136,2660,496747,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.7463497514832,0,30.1247918960759,21.3196286472149,4.50928381962865,88.1962864721485,44.1004083806818,867790.620195522,838745,883845,0.00523749808811234,"log_linear_interpolation_2001_2011",0,57.2427251965547
"pc2001__09__16","2007-08",1,"FIROZABAD",0,362179,365541,NA,365541,240221,125320,1691,484,2175,7323,162,1845,365541,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.0802673297934,0,34.2834319542815,22.2528735632184,7.44827586206897,84.8275862068966,49.916837361737,503961.734029965,477614,518746,0.00826114857902071,"log_linear_interpolation_2001_2011",0,72.5334832620973
"pc2001__09__17","2007-08",1,"ETAH",0,561444,562042,NA,562042,396887,165155,2695,851,3546,12464,326,2001,562042,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.8936022574825,0,29.3848146579793,23.9988719684151,9.19345741680767,56.429780033841,45.0932284980745,NA,656563,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__18","2007-08",1,"MAINPURI",0,308183,310880,NA,310880,253377,57503,1887,424,2311,8049,3,2074,310880,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.1324626865672,0,18.4968476582604,18.3470359151882,0.129813933362181,89.7446992643877,38.6234314821717,378280.277937354,368330,383749,0.00410094175657811,"log_linear_interpolation_2001_2011",0,82.1824499271104
"pc2001__09__19","2007-08",1,"BUDAUN",591,607795,617959,NA,617959,495131,122828,2839,821,3660,12975,154,3612,617959,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0956374128380686,98.3552306868255,0.0971422748057976,19.8763995669616,22.431693989071,4.20765027322404,98.6885245901639,47.6268978805395,NA,737332,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__20","2007-08",1,"BAREILLY",6438,657175,669662,NA,669662,456831,212831,2584,951,3535,14793,179,2817,669662,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.961380517335611,98.1353279714244,0.97014374341672,31.7818541293966,26.9024045261669,5.06364922206506,79.6888260254597,45.2688433718651,902535.223834545,855661,928830,0.00820514599391129,"log_linear_interpolation_2001_2011",0.7133239601051,74.197879740898
"pc2001__09__21","2007-08",1,"PILIBHIT",0,303833,314918,NA,314918,289515,25403,1589,156,1745,4904,198,1621,314918,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,96.4800360728825,0,8.06654430677192,8.93982808022923,11.3467048710602,92.8939828080229,64.2165579119087,413303.313733479,391043,425810,0.00851757090247527,"log_linear_interpolation_2001_2011",0,76.1953726320899
"pc2001__09__22","2007-08",1,"SHAHJAHANPUR",0,531078,539029,NA,539029,452829,86200,2664,416,3080,9422,298,2616,539029,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,98.5249402165746,0,15.9917184418649,13.5064935064935,9.67532467532468,84.9350649350649,57.2096157928253,630595.60707555,594329,651032,0.00911257580604186,"log_linear_interpolation_2001_2011",0,85.479345867917
"pc2001__09__23","2007-08",1,"KHERI",0,682990,695640,NA,695640,583532,112108,2945,451,3396,11097,112,3156,695640,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,98.1815306767868,0,16.115807026623,13.2803297997644,3.2979976442874,92.9328621908127,62.6872127602055,NA,735422,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__24","2007-08",1,"SITAPUR",0,875208,889210,NA,889210,689529,199681,3477,814,4291,12917,229,3936,889210,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,98.4253438445362,0,22.4560002699025,18.9699370776043,5.33675134001398,91.7268701934281,68.8402879925679,908584.264806554,818867,960899,0.0159947627088183,"log_linear_interpolation_2001_2011",0,97.8676424898599
"pc2001__09__25","2007-08",1,"HARDOI",450,839969,847423,NA,847423,569936,277487,3110,937,4047,14370,188,3328,847423,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0531021697546562,99.1203920592195,0.0535447199551652,32.7448039526895,23.1529528045466,4.6454163577959,82.2337533975785,58.97167710508,832483.664776445,773513,866078,0.0113032497195927,"log_linear_interpolation_2001_2011",0.0540551147175774,101.79454995403
"pc2001__09__26","2007-08",1,"UNNAO",232,533087,536961,NA,536961,382125,154836,2487,753,3240,12278,117,2288,536961,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.043206117390276,99.2785323328882,0.0435011690939194,28.8356137596585,23.2407407407407,3.61111111111111,70.6172839506173,43.7335885323343,606113.081672147,609051,604537,-0.000743913225460902,"log_linear_interpolation_2001_2011",0.0382766858223811,88.5908943787568
"pc2001__09__27","2007-08",1,"LUCKNOW",709,508964,514916,NA,514916,269484,245432,1848,855,2703,8755,80,2186,514916,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.137692361472551,98.8440833067918,0.139108801133276,47.6644734286757,31.6315205327414,2.95967443581206,80.8731039585646,58.8139348943461,753024.750734628,732877,764102,0.00417234038495491,"log_linear_interpolation_2001_2011",0.0941536117250225,68.3796913046568
"pc2001__09__28","2007-08",1,"RAE BARELI",0,470722,472294,NA,472294,374530,97764,2145,655,2800,9804,30,2196,472294,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.6671564745688,0,20.6998183334957,23.3928571428571,1.07142857142857,78.4285714285714,48.1736026111791,669367.538593188,645793,682416,0.00551604235651459,"log_linear_interpolation_2001_2011",0,70.5582468179771
"pc2001__09__29","2007-08",1,"FARRUKHABAD",NA,326314,327063,NA,327063,228054,99009,1499,370,1869,7554,82,1756,327063,"grade_i_viii_sum",NA,1,FALSE,TRUE,FALSE,TRUE,NA,99.7709921330141,NA,30.2721494024087,19.796682718031,4.38737292669877,93.9539860888175,43.2966640190627,376905.389116576,362220,385058,0.00611422102555698,"log_linear_interpolation_2001_2011",NA,86.7758884442059
"pc2001__09__30","2007-08",1,"KANNAUJ",0,292544,321595,NA,321595,263868,57727,1454,251,1705,5857,87,1538,321595,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,90.9665884108895,0,17.9502168877004,14.7214076246334,5.10263929618768,90.2052785923754,54.9078026293324,335793.746898527,327379,340414,0.0039044002780886,"log_linear_interpolation_2001_2011",0,95.7715868655476
"pc2001__09__31","2007-08",1,"ETAWAH",0,270877,272311,NA,272311,157804,114507,1644,752,2396,8708,191,2362,272311,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.473396227108,0,42.0500824425014,31.3856427378965,7.97161936560935,98.5809682804674,31.2713596692696,297038.013324443,294373,298483,0.00138653090946765,"log_linear_interpolation_2001_2011",0,91.6754717526896
"pc2001__09__32","2007-08",1,"AURAIYA",0,255559,264173,NA,264173,153137,111036,1454,633,2087,8085,107,2022,264173,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,96.7392579862439,0,42.0315475086402,30.3306181121227,5.12697652132247,96.8854815524677,32.6744588744589,265041.372608542,260794,267357,0.00248540203053935,"log_linear_interpolation_2001_2011",0,99.6723633748213
"pc2001__09__33","2007-08",1,"KANPUR DEHAT",0,272150,277970,NA,277970,226259,51711,2110,378,2488,7666,215,1956,277970,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,97.906248875778,0,18.6030866640285,15.1929260450161,8.64147909967846,78.6173633440514,36.2601095747456,337122.088313792,341218,334937,-0.0018579114770313,"log_linear_interpolation_2001_2011",0,82.4538081709041
"pc2001__09__34","2007-08",1,"KANPUR NAGAR",0,585042,609947,NA,609947,243344,366603,2189,1703,3892,15743,257,3208,609947,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,95.9168583499878,0,60.1040746163191,43.7564234326824,6.6032887975334,82.4254881808839,38.7440132122213,752858.167958851,813164,722260,-0.0118547626350063,"log_linear_interpolation_2001_2011",0,81.0175177688101
"pc2001__09__35","2007-08",1,"JALAUN",0,285465,292975,NA,292975,189731,103244,1811,612,2423,6748,251,1187,292975,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,97.4366413516512,0,35.2398668828398,25.257944696657,10.3590590177466,48.9888567891044,43.4165678719621,303571.798640023,310182,300071,-0.00331401086577687,"log_linear_interpolation_2001_2011",0,96.5092941151004
"pc2001__09__36","2007-08",1,"JHANSI",1629,316912,320432,NA,320432,227329,93103,1677,697,2374,8382,112,1638,320432,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.50837619214061,98.9014829979528,0.511394137646331,29.0554626254556,29.3597304128054,4.71777590564448,68.9974726200505,38.2285850632307,343195.514533095,353599,337721,-0.00459433918754672,"log_linear_interpolation_2001_2011",0.474656553194233,93.3671876323722
"pc2001__09__37","2007-08",1,"LALITPUR",1165,254557,256776,NA,256776,209480,47296,1302,305,1607,5579,176,1427,256776,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.45370283827149,99.1358226625541,0.45557284864032,18.4191669003334,18.9794648413192,10.9520846297449,88.7990043559428,46.0254525900699,241690.094328271,215965,256789,0.0173138378489691,"log_linear_interpolation_2001_2011",0.482022237294368,106.241838629613
"pc2001__09__39","2007-08",1,"MAHOBA",0,184004,185550,NA,185550,136602,48948,940,261,1201,3683,187,927,185550,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.1668014012396,0,26.3799514955538,21.7318900915903,15.5703580349709,77.1856786011657,50.3801248981808,166780.464995172,152408,175073,0.0138641894487629,"log_linear_interpolation_2001_2011",0,111.254036859396
"pc2001__09__40","2007-08",1,"BANDA",0,347398,348126,NA,348126,286366,61760,1792,353,2145,7112,193,1891,348126,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.7908803134497,0,17.7407030787703,16.4568764568765,8.997668997669,88.1585081585082,48.9491001124859,366055.282290703,342185,379591,0.0103742830805003,"log_linear_interpolation_2001_2011",0,95.1020288032712
"pc2001__09__41","2007-08",1,"CHITRAKOOT",0,172102,191014,NA,191014,165408,25606,1203,136,1339,3664,201,1162,191014,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,90.0991550357565,0,13.4053001350686,10.1568334578043,15.0112023898432,86.7811799850635,52.1326419213974,204640.791072411,178633,220180,0.0209111971831083,"log_linear_interpolation_2001_2011",0,93.3411168902346
"pc2001__09__42","2007-08",1,"FATEHPUR",0,457398,463485,NA,463485,303181,160304,2110,922,3032,9536,124,1769,463485,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,98.6866888896081,0,34.5866640775861,30.4089709762533,4.08970976253298,58.344327176781,48.6037122483221,530069.108701624,522128,534395,0.00232224973398692,"log_linear_interpolation_2001_2011",0,87.43859855091
"pc2001__09__43","2007-08",1,"PRATAPGARH",0,631825,635476,NA,635476,401553,233923,2081,789,2870,9348,317,2230,635476,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.4254700413548,0,36.8106742032744,27.4912891986063,11.0452961672474,77.7003484320557,67.9798887462559,659340.952380094,639435,670315,0.0047162777207943,"log_linear_interpolation_2001_2011",0,96.3804838310216
"pc2001__09__44","2007-08",1,"KAUSHAMBI",0,248283,252520,NA,252520,219925,32595,1249,177,1426,4329,100,1338,252520,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,98.3221130999525,0,12.9078884840805,12.4123422159888,7.01262272089762,93.8288920056101,58.3321783321783,NA,311000,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__45","2007-08",1,"ALLAHABAD",0,892245,895329,NA,895329,610436,284893,3156,1118,4274,14594,215,3860,895329,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.6555456150756,0,31.8199231790772,26.1581656527843,5.03041647168928,90.3135236312588,61.3491160750994,NA,1097976,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__46","2007-08",1,"BARABANKI",0,547115,551354,NA,551354,428490,122864,2656,541,3197,11173,154,2651,551354,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.2311654581267,0,22.2840498119176,16.9221144823272,4.81701595245543,82.9214888958398,49.3469972254542,NA,595691,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__47","2007-08",1,"FAIZABAD",0,349924,357228,NA,357228,215468,141760,1391,715,2106,8313,82,1446,357228,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,97.9553674404022,0,39.6833394918651,33.9506172839506,3.89363722697056,68.6609686609687,42.9722121977625,NA,463846,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__48","2007-08",1,"AMBEDKAR NAGAR",131,450855,475288,NA,475288,264389,210899,1500,1002,2502,8683,83,2233,475288,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0275622359495716,94.8593273972833,0.0290474648880453,44.3728854925855,40.0479616306954,3.31734612310152,89.2486011191047,54.7377634458137,482451.065391848,467358,490779,0.00488983653614012,"log_linear_interpolation_2001_2011",0.0271530128954325,98.5152762827811
"pc2001__09__49","2007-08",1,"SULTANPUR",1523,648150,656070,NA,656070,479010,177060,2619,800,3419,14324,8,1679,656070,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.232139863124362,98.7928117426494,0.234425626430527,26.9879738442544,23.3986545773618,0.233986545773618,49.1079262942381,45.8021502373639,NA,727700,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__50","2007-08",1,"BAHRAICH",0,440041,449525,NA,449525,396868,52657,2743,239,2982,8025,585,1789,449525,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,97.8902174517546,0,11.7139202491519,8.01475519785379,19.6177062374245,59.9932930918846,56.0155763239875,687479.363762996,545807,778439,0.035502519898892,"log_linear_interpolation_2001_2011",0,65.3874172367115
"pc2001__09__51","2007-08",1,"SHRAWASTI",0,174314,177738,NA,177738,146182,31556,1017,144,1161,3039,265,1092,177738,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,98.073568961055,0,17.754222507286,12.4031007751938,22.8251507321275,94.0568475452196,58.4856860809477,NA,260862,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__52","2007-08",1,"BALRAMPUR",0,288424,305296,NA,305296,232128,73168,1439,260,1699,4326,398,1151,305296,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,94.4735600859494,0,23.9662491483675,15.3031194820483,23.4255444379046,67.7457327839906,70.5723532131299,456189.8358521,393334,494099,0.0228076778262432,"log_linear_interpolation_2001_2011",0,66.9230166932038
"pc2001__09__53","2007-08",1,"GONDA",753,550719,563423,NA,563423,401274,162149,2257,652,2909,10907,243,2349,563423,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.133647366188459,97.7452109693782,0.136543650448255,28.7792653122077,22.4132004125129,8.35338604331385,80.7493984187006,51.6570092601082,710620.890197936,640922,751240,0.0158817409963666,"log_linear_interpolation_2001_2011",0.105963673512365,79.2860170270345
"pc2001__09__54","2007-08",1,"SIDDHARTHNAGAR",500,373536,382148,NA,382148,326742,55406,2092,222,2314,6642,385,1550,382148,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.130839360666548,97.7464228518794,0.133676972270049,14.4985712341815,9.59377700950735,16.637856525497,66.9835782195333,57.5350797952424,NA,485319,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__55","2007-08",1,"BASTI",0,450224,458836,NA,458836,314429,144407,1928,580,2508,7149,239,2230,458836,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,98.1230766548396,0,31.4724651073586,23.1259968102073,9.52950558213716,88.9154704944179,64.1818436144915,512330.523680657,477914,531878,0.0106983339748181,"log_linear_interpolation_2001_2011",0,89.5585913374154
"pc2001__09__56","2007-08",1,"SANT KABIR NAGAR",0,233637,240492,NA,240492,176690,63802,1131,333,1464,4043,88,1370,240492,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,97.149593333666,0,26.529780616403,22.7459016393443,6.01092896174863,93.5792349726776,59.483551817957,NA,339878,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__57","2007-08",1,"MAHARAJGANJ",0,412946,426652,NA,426652,308539,118113,1551,420,1971,6050,252,1791,426652,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,96.7875458218876,0,27.6836860017063,21.3089802130898,12.7853881278539,90.8675799086758,70.5209917355372,NA,499354,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__58","2007-08",1,"GORAKHPUR",373,641634,646555,NA,646555,509627,136928,2526,557,3083,11793,75,3044,646555,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0576903743687699,99.2388891896281,0.0580990549947275,21.1780900310105,18.0668180343821,2.4326954265326,98.734998378203,54.8253201051471,NA,861301,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__59","2007-08",1,"KUSHINAGAR",0,621311,633587,NA,633587,426804,206783,2373,637,3010,8852,502,1618,633587,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,98.0624602461856,0,32.6368754409418,21.1627906976744,16.6777408637874,53.7541528239203,71.5755761409851,NA,682635,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__60","2007-08",1,"DEORIA",0,445392,450327,NA,450327,374764,75563,2180,315,2495,9880,120,1889,450327,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,98.9041296657762,0,16.779584612959,12.625250501002,4.80961923847695,75.7114228456914,45.5796558704453,643220.536971446,630320,650276,0.00311692612132641,"log_linear_interpolation_2001_2011",0,70.0112907029259
"pc2001__09__61","2007-08",1,"AZAMGARH",1733,911479,921974,NA,921974,627389,294585,3027,1167,4194,17702,248,2018,921974,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.187966255013699,98.8616815658576,0.18976973583352,31.9515517791174,27.8254649499285,5.91320934668574,48.1163567000477,52.0830414642413,966609.963551332,924468,990092,0.00685794311802693,"log_linear_interpolation_2001_2011",0.179286378720218,95.3822156573538
"pc2001__09__62","2007-08",1,"MAU",0,411941,413243,NA,413243,343782,69461,1540,189,1729,7859,18,1503,413243,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.6849311422093,0,16.8087541712745,10.9311740890688,1.04106419895894,86.9288606130711,52.5821351316961,460343.173562281,433941,475219,0.00908671702554872,"log_linear_interpolation_2001_2011",0,89.7684648611589
"pc2001__09__63","2007-08",1,"BALLIA",248,522903,538763,NA,538763,415945,122818,2335,644,2979,12595,1,2898,538763,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0460313718648088,97.0562195250973,0.0474050513140566,22.7962944745649,21.6179926149715,0.0335683115139309,97.2809667673716,42.7759428344581,646580.193605152,621101,660730,0.00618515747815139,"log_linear_interpolation_2001_2011",0.0383556444278351,83.3250083019102
"pc2001__09__64","2007-08",1,"JAUNPUR",0,652157,752299,NA,752299,595960,156339,2969,738,3707,14438,213,1857,752299,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,86.6885374033463,0,20.7814977821318,19.9082816293499,5.74588616131643,50.0944159697869,52.1054855243108,932031.988563206,907616,945450,0.00408396229655148,"log_linear_interpolation_2001_2011",0,80.7160064494914
"pc2001__09__65","2007-08",1,"GHAZIPUR",0,530443,534661,NA,534661,450884,83777,2160,350,2510,9222,86,2116,534661,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.2110888955806,0,15.6691810324673,13.9442231075697,3.42629482071713,84.3027888446215,57.9766861852093,734853.867163483,707781,749858,0.0057749131461311,"log_linear_interpolation_2001_2011",0,72.757458848761
"pc2001__09__66","2007-08",1,"CHANDAULI",0,378759,381210,NA,381210,280164,101046,1305,253,1558,6314,98,1529,381210,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.3570472967656,0,26.50664987802,16.2387676508344,6.29011553273427,98.1386392811297,60.3753563509661,386935.010906229,364148,399790,0.00933790308405948,"log_linear_interpolation_2001_2011",0,98.5204205499987
"pc2001__09__67","2007-08",1,"VARANASI",NA,435752,436261,NA,436261,316071,120190,1360,501,1861,9922,28,1709,436261,"grade_i_viii_sum",NA,1,FALSE,TRUE,FALSE,TRUE,NA,99.8833267241399,NA,27.5500216613449,26.9210102095647,1.5045674368619,91.8323481998925,43.9690586575287,695611.663522569,694613,696150,0.000221029841280024,"log_linear_interpolation_2001_2011",NA,62.7161709438251
"pc2001__09__69","2007-08",1,"MIRZAPUR",248,468236,471288,NA,471288,345885,125403,1846,598,2444,8988,129,2342,471288,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0526217514555855,99.3524129619256,0.0529367064830389,26.6085705555838,24.468085106383,5.27823240589198,95.8265139116203,52.4352469959947,505786.832787541,490774,514060,0.00463562534616623,"log_linear_interpolation_2001_2011",0.0490325140797356,93.179175385526
"pc2001__09__70","2007-08",1,"SONBHADRA",1866,330144,333512,NA,333512,261531,71981,1612,281,1893,6326,266,1636,333512,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.559500107942143,98.9901412842716,0.562031264118551,21.5827316558325,14.8441627047015,14.0517696777602,86.4236661384047,52.7208346506481,379120.394976132,339868,402102,0.0168148480844695,"log_linear_interpolation_2001_2011",0.492191932886511,87.9699442233902
"pc2001__10__01","2007-08",1,"PASHCHIM CHAMPARAN",817,549903,600170,NA,600170,579210,20960,2467,64,2531,11456,168,367,600170,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.136128097039172,91.6245397137478,0.148351249273678,3.49234383591316,2.52864480442513,6.63769261161596,14.5001975503753,52.3891410614525,840728.523246794,693845,932309,0.0295415712178474,"log_linear_interpolation_2001_2011",0.0971776236215756,71.386896412437
"pc2001__10__02","2007-08",1,"PURBA CHAMPARAN",1974,776164,838889,NA,838889,837084,1805,3022,53,3075,14693,109,944,838889,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.235311227111096,92.5228486724704,0.253682508758087,0.215165534415161,1.72357723577236,3.54471544715447,30.6991869918699,57.0944667528755,1099297.69035359,915458,1213139,0.0281542007807732,"log_linear_interpolation_2001_2011",0.179569193797274,76.3113583664649
