"construct_id","variable","label","domain","source","vintage","unit","level","denominator","universe","stage","role","preferred","causal_status","comparable_to","alternative_to","authority"
"price_deflator_1718_person_weighted","price_deflator_1718_person_weighted","Mean price deflator 2017-18","price","Project price system","2017-18","index","district","","","welfare_measurement","measurement_input",TRUE,"measurement_only","","","variable_dictionary"
"gap__emi_share_enrolled_0708","gap__emi_share_enrolled_0708","Disadvantaged-group gap in EMI share among enrolled children in 2007-08","schooling_inequality","NSS 64 education","2007-08","percentage_point_gap","district_social_group_contrast","group_specific_schooling_margin","NSS 64 district schooling margins for registered disadvantaged groups","schooling_access","descriptive_outcome",FALSE,"descriptive_heterogeneity_outcome","","","nss64_schooling_social_group_margin_registry"
"gap__emi_share_enrolled_private_0708","gap__emi_share_enrolled_private_0708","Disadvantaged-group gap in EMI share among private-school children in 2007-08","schooling_inequality","NSS 64 education","2007-08","percentage_point_gap","district_social_group_contrast","group_specific_schooling_margin","NSS 64 district schooling margins for registered disadvantaged groups","schooling_access","descriptive_outcome",FALSE,"descriptive_heterogeneity_outcome","","","nss64_schooling_social_group_margin_registry"
"gap__emi_share_enrolled_public_0708","gap__emi_share_enrolled_public_0708","Disadvantaged-group gap in EMI share among public-school children in 2007-08","schooling_inequality","NSS 64 education","2007-08","percentage_point_gap","district_social_group_contrast","group_specific_schooling_margin","NSS 64 district schooling margins for registered disadvantaged groups","schooling_access","descriptive_outcome",FALSE,"descriptive_heterogeneity_outcome","","","nss64_schooling_social_group_margin_registry"
"gap__enrollment_rate_0708","gap__enrollment_rate_0708","Disadvantaged-group gap in Enrollment rate in 2007-08","schooling_inequality","NSS 64 education","2007-08","percentage_point_gap","district_social_group_contrast","group_specific_schooling_margin","NSS 64 district schooling margins for registered disadvantaged groups","schooling_access","descriptive_outcome",FALSE,"descriptive_heterogeneity_outcome","","","nss64_schooling_social_group_margin_registry"
"gap__private_share_enrolled_0708","gap__private_share_enrolled_0708","Disadvantaged-group gap in Private enrollment share in 2007-08","schooling_inequality","NSS 64 education","2007-08","percentage_point_gap","district_social_group_contrast","group_specific_schooling_margin","NSS 64 district schooling margins for registered disadvantaged groups","schooling_access","descriptive_outcome",FALSE,"descriptive_heterogeneity_outcome","","","nss64_schooling_social_group_margin_registry"
"dise_emi_enrollment_share_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment","schooling_treatment","DISE","2005-06_to_2007-08","percent","district","","DISE elementary-school district aggregates","school_system_structure","formal_english_exposure",TRUE,"administrative_schooling_construct","","","dise_construct_registry"
"dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator","schooling_treatment","DISE","2005-06_to_2007-08","percent","district","","DISE elementary-school district aggregates","school_system_structure","formal_english_exposure",TRUE,"administrative_schooling_construct","","","dise_construct_registry"
"dise_emi_gross_enrollment_ratio_age_6_13_0708","dise_emi_gross_enrollment_ratio_age_6_13_0708","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator","schooling_treatment","DISE","2007-08","percent","district","","DISE elementary-school district aggregates","school_system_structure","formal_english_exposure",TRUE,"administrative_schooling_construct","","","dise_construct_registry"
"dise_english_share_english_hindi_0708","dise_english_share_english_hindi_0708","DISE 2007-08 English share among English + Hindi enrollment","schooling_treatment","DISE","2007-08","percent","district","","DISE elementary-school district aggregates","school_system_structure","language_substitution",FALSE,"administrative_schooling_construct","","","dise_construct_registry"
"dise_hindi_enrollment_share_total_0708","dise_hindi_enrollment_share_total_0708","DISE 2007-08 Hindi-medium enrollment / total enrollment","schooling_treatment","DISE","2007-08","percent","district","","DISE elementary-school district aggregates","school_system_structure","language_substitution",FALSE,"administrative_schooling_construct","","","dise_construct_registry"
"consumption__hces_2022_23__bottom40_mean_real_mpce","bottom40_mean_real_mpce","Bottom-40 mean real MPCE — HCES 2022-23","welfare","HCES 2022-23","2022-23","2011-12-price rupees per person","district","survey-weighted persons","HCES 2022-23 validated district welfare support","long_run_welfare","outcome",FALSE,"post_treatment_outcome","","","consumption_welfare_outcomes+consumption_survey_registry"
"consumption__hces_2022_23__mean_log_real_mpce","mean_log_real_mpce","Mean log real MPCE — HCES 2022-23","welfare","HCES 2022-23","2022-23","log 2011-12-price rupees per person","district","survey-weighted persons","HCES 2022-23 validated district welfare support","long_run_welfare","outcome",FALSE,"post_treatment_outcome","","","consumption_welfare_outcomes+consumption_survey_registry"
"consumption__hces_2022_23__real_mean_mpce","real_mean_mpce","Real mean MPCE — HCES 2022-23","welfare","HCES 2022-23","2022-23","2011-12-price rupees per person","district","survey-weighted persons","HCES 2022-23 validated district welfare support","long_run_welfare","outcome",TRUE,"post_treatment_outcome","","","consumption_welfare_outcomes+consumption_survey_registry"
"consumption__hces_2022_23__weighted_median_real_mpce","weighted_median_real_mpce","Weighted median real MPCE — HCES 2022-23","welfare","HCES 2022-23","2022-23","2011-12-price rupees per person","district","survey-weighted persons","HCES 2022-23 validated district welfare support","long_run_welfare","outcome",FALSE,"post_treatment_outcome","","","consumption_welfare_outcomes+consumption_survey_registry"
"consumption__hces_2023_24__bottom40_mean_real_mpce","bottom40_mean_real_mpce","Bottom-40 mean real MPCE — HCES 2023-24","welfare","HCES 2023-24","2023-24","2011-12-price rupees per person","district","survey-weighted persons","HCES 2023-24 validated district welfare support","long_run_welfare","outcome",FALSE,"post_treatment_outcome","","","consumption_welfare_outcomes+consumption_survey_registry"
"consumption__hces_2023_24__mean_log_real_mpce","mean_log_real_mpce","Mean log real MPCE — HCES 2023-24","welfare","HCES 2023-24","2023-24","log 2011-12-price rupees per person","district","survey-weighted persons","HCES 2023-24 validated district welfare support","long_run_welfare","outcome",FALSE,"post_treatment_outcome","","","consumption_welfare_outcomes+consumption_survey_registry"
"consumption__hces_2023_24__real_mean_mpce","real_mean_mpce","Real mean MPCE — HCES 2023-24","welfare","HCES 2023-24","2023-24","2011-12-price rupees per person","district","survey-weighted persons","HCES 2023-24 validated district welfare support","long_run_welfare","outcome",TRUE,"post_treatment_outcome","","","consumption_welfare_outcomes+consumption_survey_registry"
"consumption__hces_2023_24__weighted_median_real_mpce","weighted_median_real_mpce","Weighted median real MPCE — HCES 2023-24","welfare","HCES 2023-24","2023-24","2011-12-price rupees per person","district","survey-weighted persons","HCES 2023-24 validated district welfare support","long_run_welfare","outcome",FALSE,"post_treatment_outcome","","","consumption_welfare_outcomes+consumption_survey_registry"
"consumption_pct_change","consumption_pct_change","Consumption growth","welfare","NSS 2007-08 and 2017-18","2007-08_to_2017-18","percent","district","","","long_run_welfare","outcome",FALSE,"legacy_only","","log_consumption_difference","variable_dictionary"
"log_consumption_difference","log_consumption_difference","Nominal log consumption difference","welfare","NSS 2007-08 and 2017-18","2007-08_to_2017-18","log nominal rupees per person","district","","","long_run_welfare","outcome",FALSE,"post_treatment_outcome","consumption_pct_change","real_log_consumption_change","variable_dictionary"
"log_real_consumption_1718","log_real_consumption_1718","Log real consumption per person 2017-18","welfare","NSS 75 Block 3 and project price system","2017-18","log 2011-12-price rupees per person","district","","","long_run_welfare","outcome",FALSE,"post_treatment_outcome","real_consumption_1718","","variable_dictionary"
"real_consumption_1718","real_consumption_1718","Real consumption per person 2017-18","welfare","NSS 75 Block 3 and project price system","2017-18","2011-12-price rupees per person","district","","","long_run_welfare","outcome",FALSE,"post_treatment_outcome","","","variable_dictionary"
"real_log_consumption_change","real_log_consumption_change","Real log consumption change 2007-08 to 2017-18","welfare","NSS 2007-08 and 2017-18 plus project price system","2007-08_to_2017-18","log points","district","","","long_run_welfare","outcome",FALSE,"post_treatment_outcome","log_consumption_difference","consumption_pct_change","variable_dictionary"
"consumption__nss_2009_10_type2__mean_log_real_mpce","mean_log_real_mpce","Mean log real MPCE — NSS 66 Household Consumer Expenditure Type 2","welfare","NSS 66 Household Consumer Expenditure Type 2","2009-10","log 2011-12-price rupees per person","district","survey-weighted persons","NSS 66 Household Consumer Expenditure Type 2 validated district welfare support","post_treatment_intermediate","outcome",FALSE,"post_treatment_outcome","","","consumption_welfare_outcomes+consumption_survey_registry"
"consumption__nss_2009_10_type2__real_mean_mpce","real_mean_mpce","Real mean MPCE — NSS 66 Household Consumer Expenditure Type 2","welfare","NSS 66 Household Consumer Expenditure Type 2","2009-10","2011-12-price rupees per person","district","survey-weighted persons","NSS 66 Household Consumer Expenditure Type 2 validated district welfare support","post_treatment_intermediate","outcome",TRUE,"post_treatment_outcome","","","consumption_welfare_outcomes+consumption_survey_registry"
"consumption__nss_2009_10_type2__weighted_median_real_mpce","weighted_median_real_mpce","Weighted median real MPCE — NSS 66 Household Consumer Expenditure Type 2","welfare","NSS 66 Household Consumer Expenditure Type 2","2009-10","2011-12-price rupees per person","district","survey-weighted persons","NSS 66 Household Consumer Expenditure Type 2 validated district welfare support","post_treatment_intermediate","outcome",FALSE,"post_treatment_outcome","","","consumption_welfare_outcomes+consumption_survey_registry"
"consumption__nss_2011_12_type2__mean_log_real_mpce","mean_log_real_mpce","Mean log real MPCE — NSS 68 Household Consumer Expenditure Type 2","welfare","NSS 68 Household Consumer Expenditure Type 2","2011-12","log 2011-12-price rupees per person","district","survey-weighted persons","NSS 68 Household Consumer Expenditure Type 2 validated district welfare support","post_treatment_intermediate","outcome",FALSE,"post_treatment_outcome","","","consumption_welfare_outcomes+consumption_survey_registry"
"consumption__nss_2011_12_type2__real_mean_mpce","real_mean_mpce","Real mean MPCE — NSS 68 Household Consumer Expenditure Type 2","welfare","NSS 68 Household Consumer Expenditure Type 2","2011-12","2011-12-price rupees per person","district","survey-weighted persons","NSS 68 Household Consumer Expenditure Type 2 validated district welfare support","post_treatment_intermediate","outcome",TRUE,"post_treatment_outcome","","","consumption_welfare_outcomes+consumption_survey_registry"
"consumption__nss_2011_12_type2__weighted_median_real_mpce","weighted_median_real_mpce","Weighted median real MPCE — NSS 68 Household Consumer Expenditure Type 2","welfare","NSS 68 Household Consumer Expenditure Type 2","2011-12","2011-12-price rupees per person","district","survey-weighted persons","NSS 68 Household Consumer Expenditure Type 2 validated district welfare support","post_treatment_intermediate","outcome",FALSE,"post_treatment_outcome","","","consumption_welfare_outcomes+consumption_survey_registry"
"consumption__nss_2004_05__bottom40_mean_real_mpce","bottom40_mean_real_mpce","Bottom-40 mean real MPCE — NSS 61 Household Consumer Expenditure","welfare","NSS 61 Household Consumer Expenditure","2004-05","2011-12-price rupees per person","district","survey-weighted persons","NSS 61 Household Consumer Expenditure validated district welfare support","pre_treatment_context","outcome",FALSE,"predetermined_welfare_baseline","","","consumption_welfare_outcomes+consumption_survey_registry"
"consumption__nss_2004_05__mean_log_real_mpce","mean_log_real_mpce","Mean log real MPCE — NSS 61 Household Consumer Expenditure","welfare","NSS 61 Household Consumer Expenditure","2004-05","log 2011-12-price rupees per person","district","survey-weighted persons","NSS 61 Household Consumer Expenditure validated district welfare support","pre_treatment_context","outcome",FALSE,"predetermined_welfare_baseline","","","consumption_welfare_outcomes+consumption_survey_registry"
"consumption__nss_2004_05__real_mean_mpce","real_mean_mpce","Real mean MPCE — NSS 61 Household Consumer Expenditure","welfare","NSS 61 Household Consumer Expenditure","2004-05","2011-12-price rupees per person","district","survey-weighted persons","NSS 61 Household Consumer Expenditure validated district welfare support","pre_treatment_context","outcome",TRUE,"predetermined_welfare_baseline","","","consumption_welfare_outcomes+consumption_survey_registry"
"consumption__nss_2004_05__weighted_median_real_mpce","weighted_median_real_mpce","Weighted median real MPCE — NSS 61 Household Consumer Expenditure","welfare","NSS 61 Household Consumer Expenditure","2004-05","2011-12-price rupees per person","district","survey-weighted persons","NSS 61 Household Consumer Expenditure validated district welfare support","pre_treatment_context","outcome",FALSE,"predetermined_welfare_baseline","","","consumption_welfare_outcomes+consumption_survey_registry"
"log_real_consumption_0708","log_real_consumption_0708","Log real consumption per person 2007-08","welfare","NSS 64 Block 3 and project price system","2007-08","log 2011-12-price rupees per person","district","","","pre_treatment_context","baseline_outcome",FALSE,"predetermined_welfare_baseline","real_consumption_0708","","variable_dictionary"
"real_consumption_0708","real_consumption_0708","Real consumption per person 2007-08","welfare","NSS 64 Block 3 and project price system","2007-08","2011-12-price rupees per person","district","","","pre_treatment_context","baseline_outcome",FALSE,"predetermined_welfare_baseline","","","variable_dictionary"
